PDB ID	Entry	Cross-reference (ChEMBL)	Cross-reference (BindingDB)	Protein names
3u6w	P9WQB3			2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)
3wdz	Q64337			Sequestosome-1 (STONE14) (Ubiquitin-binding protein p62)
4bfz,4bfy	P9WPA7		P9WPA7;	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)
5dgj,5wej,4xbb,5dg6,5e0j,5tg2,5e0h,5e0g,5t6f,4imq,5tg1,5t6g,4inh,3ur9,4xbd,4imz	Q83883			Genome polyprotein [Cleaved into: Protein p48; NTPase (EC 3.6.1.15) (p41); Protein p22; Viral genome-linked protein (VPG); 3C-like protease (3CLpro) (EC 3.4.22.66) (Calicivirin); RNA-directed RNA polymerase (RdRp) (EC 2.7.7.48)]
4jzb,4k10	Q4QBL1	CHEMBL2150832;	Q4QBL1;	Farnesyl pyrophosphate synthase (EC 2.5.1.1) (EC 2.5.1.10)
4na4	O88622			Poly(ADP-ribose) glycohydrolase (EC 3.2.1.143)
4po0	G1U9S2			Albumin
4pz5	P02751	CHEMBL3810;		Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]
4pz5	O50835			Fibronectin-binding protein BBK32
4u0a,4u0b,4u0c,4u0d,4u0f,4xrq,4u0e	P12493			Gag polyprotein (Pr55Gag) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Spacer peptide 2 (SP2) (p1); p6-gag]
5kkr	P29678	CHEMBL5740;	P29678;	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)
5kkr	Q6VAB6	CHEMBL3627583;	Q6VAB6;	Kinase suppressor of Ras 2 (hKSR2) (EC 2.7.11.1)
5km9,5km5	Q9BX68			Histidine triad nucleotide-binding protein 2, mitochondrial (HINT-2) (EC 3.-.-.-) (HINT-3) (HIT-17kDa) (PKCI-1-related HIT protein)
1uti,1h3h,2w10,1oeb	O89100			GRB2-related adaptor protein 2 (Adapter protein GRID) (GADS protein) (GRB-2-like protein) (GRB2L) (GRB-2-related monocytic adapter protein) (MONA) (Monocytic adapter) (GRBLG) (Growth factor receptor-binding protein) (Hematopoietic cell-associated adaptor protein GrpL)
1oeb	Q60787			Lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein) (SLP76)
3bh9	Q8WVV4			Protein POF1B (Premature ovarian failure protein 1B)
4e93	P07332	CHEMBL5455;	P07332;	Tyrosine-protein kinase Fes/Fps (EC 2.7.10.2) (Feline sarcoma/Fujinami avian sarcoma oncogene homolog) (Proto-oncogene c-Fes) (Proto-oncogene c-Fps) (p93c-fes)
4pkb	Q8LPW4			Patatin-17 (EC 3.1.1.-)
4dx9,4wk2	P05556	CHEMBL1905;	P05556;	Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa) (GPIIA) (VLA-4 subunit beta) (CD antigen CD29)
4wk2	P08648	CHEMBL3955;	P08648;	Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain]
5ko1,5knj	Q8NB16	CHEMBL1938217;		Mixed lineage kinase domain-like protein (hMLKL)
4odp,4odm,4odn,4odl	P0A7V0			30S ribosomal protein S2 (Small ribosomal subunit protein uS2)
4odk,4odq,4odp,4odm,4odn,3luo,4odl	Q5SLE7			Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
3c7n,1atr	P19120	CHEMBL1275213;	P19120;	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8)
1t4s,1hqg,1t5f,1hqf,3e9b,1hq5,1hqh,1d3v	P07824	CHEMBL3232699;	P07824;	Arginase-1 (EC 3.5.3.1) (Liver-type arginase) (Type I arginase)
1h25,3n5u,2r7g,1o9k,1n4m,1gux	P06400	CHEMBL5288;	P06400;	Retinoblastoma-associated protein (p105-Rb) (p110-RB1) (pRb) (Rb) (pp110)
1mto	P00512			ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)
1x8j	Q26490			Retinol dehydratase
2anl	O60990			Plasmepsin (Plasmepsin IV, putative (PM4)) (Plasmepsin, putative)
3exh,6cer,3exf,3exe	P08559			Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)
3exh,6cer,3exf,3exe	P11177	CHEMBL4882;		Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)
4dkp,4dko,4dkr,4dkq,4i54	Q0ED31			Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]
4jyc,4jyb	C5AP93			Methylmalonyl-CoA mutase accessory protein
3qzq,5gsw,5gso	E7E815			Genome polyprotein (Protein 3B) (Viral protein genome-linked) (Fragment)
5j5t	Q8IVH8	CHEMBL5432;	Q8IVH8;	Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3)
5kam,5kap,5jsq,5k51,6apu,6apt,6aps,6apv	Q07010	CHEMBL5069;	Q07010;	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)
3clp,4muv,2k0g	Q98GN8			Cyclic nucleotide-gated potassium channel mll3241 (MlotiK1 channel)
4rse,4rsc,5ulg,5ul5	Q28175		Q28175;	Retinoid isomerohydrolase (EC 3.1.1.64) (All-trans-retinyl-palmitate hydrolase) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein) (Retinol isomerase)
5umx,6bbx,5umy	A0A125SA29			Glyoxalase/bleomycin resisance protein/dioxygenase
2w54	O54050	CHEMBL3313837;	O54050;	Xanthine dehydrogenase (EC 1.1.1.204)
2w54	O54051			Xanthine dehydrogenase (EC 1.1.1.204)
3hv8	Q9HUK6			FimX
2z5o,5j3v	Q92973			Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP)
2y6s	P87666			Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
2w97,5ei3,4aza	Q04637		Q04637;	Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1) (p220)
4bcs	P56734			Avidin-related protein 4/5
4fai,4fbe	Q86PD7			Glutaminyl-peptide cyclotransferase (EC 2.3.2.5)
1kcs	P18532			Ig heavy chain V region 1B43
1kc5,1kcs	Q91C35			Large envelope protein (L glycoprotein) (L-HBsAg) (LHB) (Large S protein) (Large surface protein) (Major surface antigen)
1m74	P28366			Protein translocase subunit SecA
1oth	P00480	CHEMBL2222;	P00480;	Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)
3o0g,4au8,1unl,1ung,1unh	Q00535	CHEMBL4036;	Q00535;	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)
3o0g,1unl,1ung,1unh	Q15078	CHEMBL2783;	Q15078;	Cyclin-dependent kinase 5 activator 1 (CDK5 activator 1) (Cyclin-dependent kinase 5 regulatory subunit 1) (TPKII regulatory subunit) [Cleaved into: Cyclin-dependent kinase 5 activator 1, p35 (p35); Cyclin-dependent kinase 5 activator 1, p25 (p25) (Tau protein kinase II 23 kDa subunit) (p23)]
5yco,5iy4,5mlw,5mlo,5mav,3wgw,1vyj	P12004	CHEMBL2346488;	P12004;	Proliferating cell nuclear antigen (PCNA) (Cyclin)
2a2g	P02761			Major urinary protein (MUP) (Allergen Rat n I) (Alpha(2)-euglobulin) (Alpha-2u-globulin) (alpha-2u globulin PGCL1) (allergen Rat n 1) [Cleaved into: 15.5 kDa fatty acid-binding protein (15.5 kDa FABP)]
2gyi	P15587			Xylose isomerase (EC 5.3.1.5)
2p0d	Q9BRR9			Rho GTPase-activating protein 9 (Rho-type GTPase-activating protein 9)
2wzf	Q5ZVS2			Uncharacterized protein
3bbf,3bbb	P22392	CHEMBL2160;	P22392;	Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB) (EC 2.7.13.3) (nm23-H2)
3dri,3drf,3drg	A2RJ53			Oligopeptide-binding protein oppA
3g2s,3wsy,3g2t	Q92673			Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA)
2dwx,1om9,1py1,3g2u,3g2w,1ujj,3g2s,3g2v,1ujk,3g2t	Q9UJY5			ADP-ribosylation factor-binding protein GGA1 (Gamma-adaptin-related protein 1) (Golgi-localized, gamma ear-containing, ARF-binding protein 1)
3m2u	P11558			Methyl-coenzyme M reductase I subunit alpha (MCR I alpha) (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase alpha)
3m2u	P11560			Methyl-coenzyme M reductase I subunit beta (MCR I beta) (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase beta)
3m2u	P11562			Methyl-coenzyme M reductase I subunit gamma (MCR I gamma) (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase gamma)
3poa	P71590			FHA domain-containing protein FhaA
3ukr,3dxm,3dxk,3rse	A7MB62			Actin-related protein 2 (Actin-like protein 2)
3ukr,3dxm,3dxk,3rse	P61157			Actin-related protein 3 (Actin-2) (Actin-like protein 3)
3ukr,3dxm,3dxk,3rse	Q148J6			Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)
3ukr,3dxm,3dxk,3rse	Q3MHR7			Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)
3ukr,3dxm,3dxk,3rse	Q3SYX9			Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)
3ukr,3dxm,3dxk,3rse	Q3T035			Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)
3ukr,3dxm,3dxk,3rse	Q58CQ2			Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC)
4es0,3uvo	Q9UPS6	CHEMBL4105837;		Histone-lysine N-methyltransferase SETD1B (EC 2.1.1.354) (Lysine N-methyltransferase 2G) (SET domain-containing protein 1B) (hSET1B)
2w85,4bxu	O75381		O75381;	Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14)
4kon,4kom	V5IRU3			Hemagglutinin HA2
4kon,4kom	V5IRU4			Hemagglutinin
4oem,4oel	P53634	CHEMBL2252;	P53634;	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]
4tsz	Q9I7C4			Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)
4ucv,4uct,4ucr,4ucu,4ucs,4ufz,3pn1,4uco	P43813			DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])
4wq2,4wq3	P04632	CHEMBL2111357;	P04632;	Calpain small subunit 1 (CSS1) (Calcium-activated neutral proteinase small subunit) (CANP small subunit) (Calcium-dependent protease small subunit) (CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit)
5wzw,5wzs,5wzt,5wzv,5wzu	Q9NZK7	CHEMBL2154;	Q9NZK7;	Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E)
6afg,6afe,6aff,6afd,6af9,6afa,6afc,6afh,6afi,6afj,6afl	Q99497			Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124)
6ct7	P37840	CHEMBL6152;	P37840;	Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)
6mu3,6msy,6mub	P0DOX7			Immunoglobulin kappa light chain (Immunoglobulin kappa light chain EU)
3nzc	P16184	CHEMBL1926;	P16184;	Dihydrofolate reductase (EC 1.5.1.3)
3w0l	Q91754			Glucokinase regulatory protein (GKRP) (Glucokinase regulator)
3w0l	Q91753			Phosphotransferase (EC 2.7.1.-)
5bnm,1mzs,4z8d,5bnr,5bns	P0A6R0	CHEMBL4914;		3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III) (EcFabH)
3eyf	P13201			Envelope glycoprotein B (gB)
3eyf	Q68CN4			Uncharacterized protein
3eyf	Q6PJF2			IGK@ protein
5epl	O00257	CHEMBL3232685;	O00257;	E3 SUMO-protein ligase CBX4 (EC 2.3.2.-) (Chromobox protein homolog 4) (Polycomb 2 homolog) (Pc2) (hPc2)
2hmb,4tkb,3wvm,4tkh,1hmt,4tjz,4tkj,1hms,1hmr,5hz9	P05413	CHEMBL3344;	P05413;	Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)
3mtw	Q9A4Z9			Xaa-Pro dipeptidase, putative
4tpt	P53671	CHEMBL5932;	P53671;	LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1)
1g7p	P07265	CHEMBL4357;	P07265;	Alpha-glucosidase MAL62 (EC 3.2.1.20) (Maltase)
1nox	Q60049			NADH dehydrogenase (EC 7.1.1.2) (H(2)O(2)-forming NADH oxidase) (NADH:oxygen oxidoreductase)
2fts	P20781	CHEMBL3392921;		Glycine receptor subunit beta (Glycine receptor 58 kDa subunit)
4tk1,4tk2,4tk3,4tk4,4u90,4u91,2fts	Q03555			Gephyrin (Putative glycine receptor-tubulin linker protein) [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]
2h02,2h03	P23467	CHEMBL2706;	P23467;	Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP)
3ahn,3aho	Q4W803			Oligopeptidase
3s0b,3s0e,3s0d	Q1W640			OBP14
4bhf,4c5w,4bgm,4bgk,4bg1,4c8r,4bhi	O75936	CHEMBL2163175;	O75936;	Gamma-butyrobetaine dioxygenase (EC 1.14.11.1) (Gamma-butyrobetaine hydroxylase) (Gamma-BBH) (Gamma-butyrobetaine,2-oxoglutarate dioxygenase)
5ux4	P24268			Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D 12 kDa light chain; Cathepsin D 9 kDa light chain; Cathepsin D 34 kDa heavy chain; Cathepsin D 30 kDa heavy chain]
1obx,6h41	Q01344	CHEMBL3580483;		Interleukin-5 receptor subunit alpha (IL-5 receptor subunit alpha) (IL-5R subunit alpha) (IL-5R-alpha) (IL-5RA) (CDw125) (CD antigen CD125)
1ui0	Q5SKC5			Type-4 uracil-DNA glycosylase (EC 3.2.2.27) (TTUDGA) (TthUDG)
2z3z,2eep	Q7MUW6			Prolyl tripeptidyl peptidase (PTP) (EC 3.4.14.12) (Prolyl tripeptidyl peptidase 81.8 kDa form) (Prolyl tripeptidyl peptidase A) [Cleaved into: Prolyl tripeptidyl peptidase 75.8 kDa form]
2q8h,2q8g	Q15118	CHEMBL4766;	Q15118;	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)
2zsc	B9A0T7			Tamavidin2
4dxg	A0A0H3K6A3			Staphylococcal superantigen-like 4
5uxf	Q8VC28			Aldo-keto reductase family 1 member C13 (EC 1.1.1.-)
1zsh	P17870		P17870;	Beta-arrestin-1 (Arrestin beta-1) (Arrestin-2)
2nsl,2nsj,2ate	P0AG18			N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)
4bb2	P08185	CHEMBL2421;	P08185;	Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin)
2lyw,4po7	P30990		P30990;	Neurotensin/neuromedin N [Cleaved into: Large neuromedin N (NmN-125); Neuromedin N (NN) (NmN); Neurotensin (NT); Tail peptide]
5mrh,5mri,3g2u,4msl,4n7e,3g2v,4po7	Q99523	CHEMBL3091;	Q99523;	Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3)
4wmy	Q8WWA0			Intelectin-1 (ITLN-1) (Endothelial lectin HL-1) (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor) (Omentin)
5hwu,5hva	Q9RS96			Uncharacterized protein
4lkt,5ur9,1b56,5hz5	Q01469	CHEMBL3674;	Q01469;	Fatty acid-binding protein 5 (Epidermal-type fatty acid-binding protein) (E-FABP) (Fatty acid-binding protein, epidermal) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)
4jkt	D3Z7P3			Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]
3pkn,3ktr,5lgp,5lgq,5lgs,5lgr	P11940	CHEMBL1293286;	P11940;	Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)
5k8v,5lgp,5lgq,5lgs,5lgr	Q9WVG6	CHEMBL5538;	Q9WVG6;	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)
1iau	P10144	CHEMBL2316;	P10144;	Granzyme B (EC 3.4.21.79) (C11) (CTLA-1) (Cathepsin G-like 1) (CTSGL1) (Cytotoxic T-lymphocyte proteinase 2) (Lymphocyte protease) (Fragmentin-2) (Granzyme-2) (Human lymphocyte protein) (HLP) (SECT) (T-cell serine protease 1-3E)
2gqn,2fq6	P06721	CHEMBL1075079;	P06721;	Cystathionine beta-lyase MetC (CBL) (CL) (EC 4.4.1.13) (Beta-cystathionase MetC) (Cysteine desulfhydrase MetC) (CD) (EC 4.4.1.28) (Cysteine lyase MetC) (Cysteine-S-conjugate beta-lyase MetC)
2v57	A0R5K4			HTH-type transcriptional repressor LfrR
2v57	Q58L87			TetR family transcriptional regulator (TetR family transcriptional repressor LfrR)
4kwf,3sz9,4kwg,5l13,2vle	P05091	CHEMBL1935;	P05091;	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)
2wji,2wjg	Q57986			Fe(2+) transporter FeoB (Ferrous iron transport protein B)
2x6x,2x85,2x6y,2x6w	Q9AYY6			Tail spike protein
4qk4,4qjr	Q13285	CHEMBL4666;	Q13285;	Steroidogenic factor 1 (SF-1) (STF-1) (hSF-1) (Adrenal 4-binding protein) (Fushi tarazu factor homolog 1) (Nuclear receptor subfamily 5 group A member 1) (Steroid hormone receptor Ad4BP)
4w97	P9WMB9			HTH-type transcriptional repressor KstR2
4ymx	Q8RCC4			ABC-type amino acid transport system, periplasmic component
5y3o,5y3n	Q12931	CHEMBL1075132;	Q12931;	Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)
5ypo	O14490			Disks large-associated protein 1 (DAP-1) (Guanylate kinase-associated protein) (hGKAP) (PSD-95/SAP90-binding protein 1) (SAP90/PSD-95-associated protein 1) (SAPAP1)
5hed,5hfb,3wp1,3wp0,5hey,5hfc,5hf1,5heb,5hff,5ypo	P31016	CHEMBL3797015;		Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90)
3v2w	P21453	CHEMBL4333;	P21453;	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)
6hpw,6ht1	Q03111	CHEMBL4295801;	Q03111;	Protein ENL (YEATS domain-containing protein 1)
3bcn	A5YVK8			Ervatamin-A (EC 3.4.22.-) (Fragment)
3h2c,4d8a,3h2m,3h2n,4d9p,4nl1,3h2a,3h2f,3h26,3h2o,3h21,3h23,3h22,4d8z,4db7,4dai,4daf	Q81VW8	CHEMBL1075045;	Q81VW8;	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)
3uvk,4erq	O14686	CHEMBL2189114;	O14686;	Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.354) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)
3ihz,4j4o,4mgv	A5K8X6			Peptidylprolyl isomerase (EC 5.2.1.8)
4mww,4mx0,4mwy,4mwx	A0A067Y7N7			Neuraminidase (EC 3.2.1.18)
2pgj,2pgl,3u4i,3u4h,6edr,4xjt,4tmf,4xjs	P28907	CHEMBL4660;	P28907;	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (T10) (CD antigen CD38)
5bs0	Q8WZ42			Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)
5nin	P0DP24	CHEMBL4296043;	P0DP24;	Calmodulin-2
3ll8,5nin	P24588			A-kinase anchor protein 5 (AKAP-5) (A-kinase anchor protein 79 kDa) (AKAP 79) (H21) (cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein)
5umz	Q3UHK8			Trinucleotide repeat-containing gene 6A protein
3q6z,4f1q,4f1l,3vfq,3q71,6g0w,5o2d,4abk,4py4,5lxp,5nqe,5v7t,5lyh,5v7w	Q460N5	CHEMBL2176777;	Q460N5;	Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)
5xup,5wir	P54274			Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1)
5xup,5wir	Q8NA31			Telomere repeats-binding bouquet formation protein 1 (Coiled-coil domain-containing protein 79)
6cgp	A7YT55			Hdac6 protein (Fragment)
3f81	P51452	CHEMBL2635;	P51452;	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase VHR) (Vaccinia H1-related phosphatase) (VHR)
4d1y	Q8A8A4			Putative protease I
4kxb,4kx8	Q07075	CHEMBL3439;	Q07075;	Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (Differentiation antigen gp160) (CD antigen CD249)
5l9o,5lom	Q7D447			Deoxyfructosyl-amino Acid Transporter Periplasmic Binding Protein
2pv3,2pv2,2pv1	P0ABZ6	CHEMBL4295570;	P0ABZ6;	Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA) (Survival protein A)
2pv1	Q2RHX9			Glycosyl transferase, group 1
2vo5,2vjx,2vr4,2vmf,2vqt,2vl4,2vot	Q8AAK6	CHEMBL4296293;	Q8AAK6;	Beta-mannosidase
5ur6,5ur5	O49686			Abscisic acid receptor PYR1 (ABI1-binding protein 6) (Protein PYRABACTIN RESISTANCE 1) (Regulatory components of ABA receptor 11)
4yih,6g2n	Q8TCD5	CHEMBL3751653;		5'(3')-deoxyribonucleotidase, cytosolic type (EC 3.1.3.-) (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1) (dNT-1)
4bxu,1fch	P50542			Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1)
4jjq,1xr9	P51965	CHEMBL4105876;	P51965;	Ubiquitin-conjugating enzyme E2 E1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme E1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme E1) (UbcH6) (Ubiquitin carrier protein E1) (Ubiquitin-protein ligase E1)
1yvf,1z4u	O93077			Core protein precursor (EC 2.7.7.48) (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Envelope glycoprotein E1) (Envelope glycoprotein E2) (Genome polyprotein) (Gp32) (Hepacivirin) (Mature core protein) (NS1) (NS3 helicase) (NS3 protease) (NS3P) (NS5B) (Non-structural protein 4A) (Non-structural protein 4B) (Non-structural protein 5A) (Protease NS2) (RNA-directed RNA polymerase) (Serine protease/helicase NS3) (Viroporin p7) (Viroporin p70) (gp35) (gp68) (gp70) (p21) (p23) (p27) (p56/58) (p68) (p8)
5tq1,5tqs,2fci	P08487	CHEMBL5566;	P08487;	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)
2fci	Q32PK0			Tyrosine-protein kinase (EC 2.7.10.2)
2fqy,2fqw,2fqx	P29724			Membrane lipoprotein TmpC (Membrane protein C) (35 kDa antigen) (Lipoprotein TpN35) (Purine nucleoside receptor A) (PnrA)
2hmh	O35718			Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (Protein EF-10)
2hmh	Q00560			Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)
