pdb_id	-logAffi	mw	logp	rotb	hbd	hba	q	HA
1usi	6.74	165.19199999999998	-1.4104999999999992	3.0	1.0	2.0	0.0	12.0
2azc	6.74	909.0939999999998	4.0746000000000056	23.0	8.0	10.0	0.0	66.0
2p3d	6.74	909.0939999999998	4.0746000000000056	23.0	8.0	10.0	0.0	66.0
2pax	6.74	212.20799999999994	1.3055999999999999	0.0	2.0	3.0	0.0	16.0
2uzd	6.74	349.3930000000002	1.7326699999999997	3.0	3.0	6.0	0.0	23.0
2vex	6.74	584.6950000000004	2.6092000000000013	10.0	3.0	7.0	0.0	40.0
2vj9	6.74	493.6720000000006	2.843300000000001	11.0	4.0	4.0	1.0	36.0
2wxf	6.74	450.91100000000034	4.006300000000003	5.0	1.0	8.0	0.0	31.0
2x91	6.74	405.49500000000035	-3.177199999999993	12.0	2.0	5.0	0.0	29.0
2x9e	6.74	677.7520000000002	4.401900000000004	9.0	4.0	8.0	1.0	49.0
2zc9	6.74	386.90300000000036	1.8003999999999987	6.0	2.0	2.0	1.0	27.0
2zgx	6.74	333.4360000000001	-2.221299999999994	6.0	4.0	2.0	2.0	24.0
3anq	6.74	236.31599999999995	2.0458	3.0	1.0	3.0	1.0	16.0
3dgo	6.74	503.1500000000002	-4.156999999999998	8.0	3.0	18.0	-4.0	31.0
3fh8	6.74	282.4069999999999	2.3349	6.0	1.0	1.0	1.0	21.0
3fzy	6.74	647.9340000000004	-10.716600000000007	12.0	0.0	24.0	-12.0	36.0
3heg	6.74	464.83100000000036	5.549700000000001	5.0	3.0	4.0	0.0	32.0
3hng	6.74	337.81000000000023	4.599400000000002	5.0	2.0	3.0	0.0	24.0
3m67	6.74	439.9020000000004	2.6099000000000006	5.0	2.0	7.0	0.0	28.0
3mv5	6.74	218.28399999999993	0.08692000000000055	1.0	2.0	3.0	1.0	16.0
3n6k	6.74	267.23999999999995	-0.09209999999999874	3.0	0.0	5.0	-2.0	20.0
3oim	6.74	379.5220000000001	3.048300000000001	3.0	2.0	4.0	0.0	26.0
3pdh	6.74	1606.9399999999991	-12.91049999999991	58.0	24.0	21.0	3.0	112.0
3pdq	6.74	286.29100000000005	-1.5211999999999977	5.0	2.0	5.0	0.0	21.0
3q6s	6.74	1861.2889999999998	-12.852899999999899	60.0	27.0	22.0	3.0	131.0
3r21	6.74	445.57300000000055	1.8680999999999999	7.0	2.0	8.0	1.0	31.0
3s0n	6.74	379.4610000000003	2.9045200000000007	6.0	0.0	6.0	-1.0	27.0
3wav	6.74	359.30200000000025	2.0809999999999995	3.0	2.0	4.0	1.0	22.0
3zm5	6.74	608.5490000000002	3.0465800000000014	6.0	3.0	7.0	1.0	39.0
4bo6	6.74	310.40300000000013	4.514800000000002	2.0	0.0	5.0	0.0	21.0
4ca6	6.74	709.6919999999997	3.816900000000003	16.0	3.0	10.0	-2.0	51.0
4cy1	6.74	1495.7719999999983	-13.914899999999923	44.0	24.0	20.0	2.0	104.0
4ew3	6.74	476.5350000000004	-3.4516999999999944	12.0	4.0	9.0	-1.0	33.0
4f9y	6.74	326.40300000000013	4.424800000000004	3.0	0.0	4.0	0.0	25.0
4hwr	6.74	375.4300000000002	0.026100000000000678	5.0	4.0	5.0	1.0	26.0
4j0t	6.74	408.38000000000034	3.0671000000000017	5.0	2.0	6.0	0.0	29.0
4lg6	6.74	1231.5689999999984	-1.7795000000000125	31.0	11.0	14.0	1.0	87.0
4lxz	6.74	264.32499999999993	2.4711	8.0	3.0	3.0	0.0	19.0
4odn	6.74	1466.7789999999986	-6.054799999999998	46.0	20.0	15.0	3.0	105.0
4oyk	6.74	1537.6489999999988	-17.611699999999903	53.0	18.0	26.0	-3.0	107.0
4p4e	6.74	356.2910000000002	-1.2674999999999979	12.0	1.0	7.0	-3.0	24.0
4rxz	6.74	1329.4529999999986	-7.007200000000048	39.0	17.0	19.0	-1.0	95.0
4wlb	6.74	498.6460000000004	2.903500000000001	9.0	1.0	6.0	0.0	33.0
4wmu	6.74	391.2740000000003	4.4666400000000035	6.0	1.0	3.0	-1.0	26.0
4ylk	6.74	421.6010000000003	3.490800000000002	1.0	1.0	3.0	-1.0	22.0
4zpf	6.74	509.6700000000007	2.7134	7.0	3.0	3.0	2.0	37.0
5fv7	6.74	332.3370000000001	1.3019999999999998	2.0	1.0	8.0	0.0	23.0
5ih8	6.74	355.40100000000024	3.2593000000000014	5.0	1.0	5.0	0.0	27.0
5j27	6.74	422.43800000000033	1.8083999999999991	6.0	3.0	7.0	0.0	29.0
5nk2	6.74	488.99600000000044	3.5044200000000014	6.0	4.0	5.0	1.0	33.0
5u7m	6.74	406.44200000000035	2.1273	4.0	1.0	5.0	0.0	30.0
5uzk	6.74	476.6260000000006	4.0000000000000036	9.0	3.0	5.0	1.0	34.0
5x73	6.74	318.3510000000001	4.596800000000003	2.0	1.0	2.0	0.0	24.0
5xsu	6.74	301.30100000000004	0.6804000000000012	2.0	3.0	3.0	1.0	22.0
5yu9	6.74	442.5230000000005	4.441300000000004	5.0	1.0	7.0	0.0	33.0
5za9	6.74	393.4510000000003	2.475670000000002	3.0	4.0	7.0	0.0	29.0
6bgv	6.74	413.9050000000004	1.7546000000000013	7.0	2.0	4.0	0.0	29.0
6di1	6.74	276.29999999999995	-0.9613999999999996	4.0	3.0	6.0	0.0	20.0
6htz	6.74	300.3140000000001	1.9953999999999994	5.0	3.0	4.0	0.0	22.0
1cx9	6.75	259.267	1.054799999999999	6.0	1.0	5.0	-2.0	16.0
1h5u	6.75	443.90600000000046	3.2848000000000024	5.0	3.0	3.0	0.0	31.0
3ekq	6.75	671.8630000000004	1.675300000000004	12.0	6.0	6.0	1.0	49.0
3ikd	6.75	389.36900000000026	2.0877	7.0	1.0	6.0	-2.0	26.0
4ci2	6.75	259.26499999999993	0.02979999999999916	1.0	2.0	4.0	0.0	19.0
4cwt	6.75	396.38200000000035	1.7225000000000004	5.0	3.0	9.0	0.0	29.0
6fa5	6.75	424.17900000000014	-3.6419999999999977	6.0	3.0	15.0	-3.0	27.0
6faa	6.75	424.17900000000014	-3.6419999999999977	6.0	3.0	15.0	-3.0	27.0
6fac	6.75	424.17900000000014	-3.6419999999999977	6.0	3.0	15.0	-3.0	27.0
1rw8	6.76	293.345	4.0058200000000035	2.0	0.0	3.0	0.0	22.0
1w22	6.76	389.4580000000002	2.754200000000001	5.0	2.0	6.0	0.0	26.0
2on6	6.76	267.265	-3.0479999999999974	2.0	6.0	5.0	1.0	19.0
3ard	6.76	826.3419999999996	12.541399999999983	44.0	5.0	7.0	0.0	58.0
4b4g	6.76	367.4510000000003	-0.6736999999999973	7.0	2.0	4.0	1.0	25.0
4dce	6.76	491.59200000000044	4.087220000000004	9.0	2.0	8.0	0.0	36.0
4fn5	6.76	838.9479999999993	1.473000000000005	6.0	8.0	10.0	0.0	60.0
4hlc	6.76	498.53700000000043	1.33504	6.0	1.0	8.0	-1.0	35.0
4jg0	6.76	945.9419999999992	-8.854200000000032	29.0	12.0	16.0	-1.0	65.0
4jzf	6.76	533.5610000000004	1.6087000000000016	9.0	4.0	8.0	-1.0	39.0
4pvx	6.76	394.2160000000001	-0.41129999999999844	7.0	1.0	9.0	-4.0	26.0
5jmw	6.76	327.3170000000001	1.0853199999999996	8.0	1.0	5.0	-2.0	22.0
5klt	6.76	951.2699999999987	-4.8451000000000235	32.0	10.0	10.0	3.0	66.0
5nr8	6.76	380.31400000000036	0.8756000000000004	5.0	3.0	4.0	1.0	23.0
5q0u	6.76	581.0610000000006	5.660500000000007	7.0	1.0	7.0	-1.0	39.0
5wa9	6.76	431.32200000000023	-2.3361999999999954	7.0	4.0	13.0	-1.0	29.0
6f9v	6.76	583.6840000000005	-3.0677999999999948	17.0	5.0	9.0	-1.0	40.0
1bkj	6.77	454.33200000000033	-2.870559999999995	7.0	4.0	12.0	-2.0	31.0
1bzh	6.77	981.8989999999991	-10.724700000000025	16.0	8.0	20.0	-5.0	68.0
1hk2	6.77	776.8719999999997	2.5058000000000007	5.0	2.0	4.0	0.0	24.0
1mqd	6.77	172.14	-3.129199999999999	3.0	2.0	4.0	0.0	12.0
1ms7	6.77	172.14	-3.129199999999999	3.0	2.0	4.0	0.0	12.0
1o30	6.77	461.4290000000004	-0.8204999999999987	7.0	4.0	6.0	-1.0	34.0
1o3j	6.77	346.2080000000002	1.47082	2.0	4.0	2.0	1.0	21.0
1o3k	6.77	346.2080000000002	1.47082	2.0	4.0	2.0	1.0	21.0
1om1	6.77	291.28600000000006	1.2263999999999995	2.0	1.0	4.0	-1.0	22.0
1ony	6.77	588.6390000000002	-1.3506999999999931	15.0	3.0	9.0	-2.0	41.0
1qb1	6.77	564.5490000000003	1.481200000000001	8.0	3.0	9.0	0.0	41.0
2c1a	6.77	420.9420000000004	1.9467000000000003	10.0	2.0	4.0	1.0	28.0
2hyy	6.77	495.6310000000005	1.7561200000000026	7.0	4.0	5.0	2.0	37.0
2jdt	6.77	420.9420000000004	1.9467000000000003	10.0	2.0	4.0	1.0	28.0
2piz	6.77	388.38400000000036	-1.2231999999999965	9.0	3.0	4.0	-1.0	27.0
2rvn	6.77	2025.394	-23.1309000000001	68.0	34.0	25.0	6.0	142.0
2vo7	6.77	342.8540000000002	2.4349000000000007	3.0	2.0	3.0	1.0	24.0
2w10	6.77	1270.6099999999979	-6.1858000000000155	31.0	12.0	13.0	3.0	90.0
2x2m	6.77	238.28999999999996	3.124240000000002	1.0	2.0	1.0	0.0	18.0
2xb9	6.77	309.294	-1.970499999999997	4.0	3.0	7.0	-1.0	22.0
3evf	6.77	376.24200000000013	-4.404199999999998	4.0	4.0	11.0	-1.0	25.0
3fas	6.77	146.122	-4.123099999999999	4.0	1.0	4.0	-1.0	10.0
3fvn	6.77	274.24899999999997	-4.835699999999997	4.0	2.0	7.0	-1.0	19.0
3gjt	6.77	498.5330000000005	-3.839799999999993	14.0	4.0	9.0	-2.0	35.0
3ine	6.77	367.4930000000001	3.202020000000002	3.0	1.0	4.0	0.0	27.0
3m40	6.77	329.72500000000014	1.4292	4.0	2.0	7.0	0.0	21.0
3zcz	6.77	300.27699999999993	-1.6648999999999965	8.0	3.0	4.0	0.0	20.0
4gj7	6.77	455.6190000000005	3.013200000000001	12.0	1.0	4.0	1.0	33.0
4hlm	6.77	254.24099999999996	2.8712000000000018	1.0	2.0	4.0	0.0	19.0
4i10	6.77	457.9650000000004	4.626400000000004	4.0	2.0	5.0	0.0	33.0
4j8t	6.77	390.52	2.575100000000001	1.0	3.0	5.0	0.0	28.0
4loi	6.77	674.4170000000001	-2.3414999999999946	2.0	7.0	20.0	0.0	45.0
4nzo	6.77	672.2580000000002	-3.9735999999999905	14.0	0.0	18.0	-8.0	42.0
4p4f	6.77	390.3080000000003	-0.4231999999999989	10.0	1.0	7.0	-3.0	27.0
4x48	6.77	392.50200000000024	2.7607800000000013	6.0	1.0	6.0	0.0	26.0
4x63	6.77	384.46000000000026	-0.9807999999999943	7.0	4.0	6.0	1.0	28.0
4zup	6.77	133.171	-1.096000000000001	4.0	3.0	2.0	1.0	9.0
5ayt	6.77	317.3000000000001	3.056000000000002	2.0	1.0	4.0	0.0	24.0
5c26	6.77	389.41500000000025	3.256000000000003	6.0	2.0	7.0	0.0	29.0
5ecv	6.77	246.242	0.4860199999999997	3.0	3.0	4.0	-1.0	18.0
5eue	6.77	394.4950000000003	2.843160000000002	8.0	2.0	4.0	1.0	29.0
5fh8	6.77	302.805	4.412900000000003	4.0	1.0	2.0	0.0	21.0
5htb	6.77	492.49300000000045	-2.736599999999995	12.0	6.0	12.0	0.0	35.0
5jrq	6.77	485.5120000000004	4.899400000000004	8.0	2.0	5.0	0.0	34.0
5khi	6.77	314.194	-0.3996000000000006	1.0	2.0	9.0	0.0	21.0
5mi5	6.77	355.3470000000001	-1.316599999999998	5.0	6.0	8.0	0.0	25.0
5ngs	6.77	271.34900000000005	2.2699	4.0	2.0	5.0	0.0	19.0
5nvw	6.77	498.64900000000046	2.6374199999999997	7.0	3.0	6.0	0.0	35.0
5nvz	6.77	540.6860000000004	2.5966199999999997	8.0	3.0	7.0	0.0	38.0
5ugh	6.77	351.8610000000002	2.889900000000001	4.0	1.0	3.0	1.0	25.0
3fal	6.78	499.8790000000004	6.476100000000005	9.0	1.0	4.0	0.0	33.0
3gcu	6.78	506.6140000000003	6.391220000000005	5.0	4.0	7.0	0.0	38.0
3kyf	6.78	346.2160000000001	-2.912399999999998	4.0	4.0	11.0	-1.0	23.0
3l9l	6.78	433.47900000000044	3.5886000000000022	6.0	3.0	4.0	1.0	30.0
4hnp	6.78	510.7200000000005	2.5286000000000026	17.0	4.0	5.0	0.0	36.0
4kqo	6.78	519.5800000000004	-2.6548999999999925	8.0	3.0	8.0	0.0	36.0
4ui5	6.78	266.3	2.907120000000001	2.0	1.0	3.0	0.0	20.0
4wy7	6.78	2057.432	-5.856499999999958	64.0	25.0	22.0	2.0	148.0
5ahu	6.78	351.25600000000026	-1.1004999999999967	10.0	0.0	7.0	-3.0	22.0
5gvp	6.78	509.50800000000044	4.114800000000003	6.0	2.0	6.0	-1.0	37.0
5mte	6.78	385.5050000000001	1.2025	11.0	4.0	5.0	0.0	27.0
5uzj	6.78	340.40800000000024	2.977100000000001	5.0	2.0	6.0	0.0	24.0
5yh8	6.78	327.317	-7.155500000000006	11.0	3.0	7.0	-1.0	23.0
5zaf	6.78	343.3910000000002	1.1128000000000002	3.0	3.0	6.0	0.0	25.0
6cho	6.78	391.4310000000002	3.700020000000002	6.0	2.0	7.0	0.0	29.0
2rcb	6.79	105.09299999999999	-3.660899999999999	2.0	2.0	3.0	0.0	7.0
3su0	6.79	729.828	3.6315000000000017	5.0	3.0	10.0	0.0	51.0
4i9s	6.79	270.46	6.537900000000007	4.0	0.0	0.0	0.0	20.0
4l31	6.79	280.27900000000005	3.2466000000000017	2.0	0.0	4.0	0.0	21.0
4ogj	6.79	525.6990000000004	3.406520000000002	10.0	4.0	7.0	1.0	37.0
4xnv	6.79	445.44100000000026	6.714000000000004	5.0	2.0	4.0	0.0	32.0
5dy5	6.79	557.7050000000003	5.090340000000005	11.0	1.0	10.0	0.0	39.0
5nrf	6.79	411.9610000000004	2.336900000000001	7.0	3.0	4.0	1.0	29.0
5uga	6.79	478.6250000000005	1.5182	6.0	3.0	8.0	1.0	35.0
5ugb	6.79	478.6250000000005	1.5182	6.0	3.0	8.0	1.0	35.0
5y94	6.79	426.29200000000026	3.7498200000000024	5.0	2.0	6.0	0.0	25.0
1bl6	6.8	293.345	4.161200000000004	4.0	0.0	3.0	0.0	22.0
1fl3	6.8	308.3570000000001	2.7157	7.0	1.0	3.0	-1.0	23.0
1mkd	6.8	268.21900000000005	2.0469	4.0	1.0	4.0	0.0	19.0
1nq7	6.8	339.4990000000002	4.937300000000005	4.0	0.0	2.0	-1.0	25.0
1okx	6.8	967.5149999999994	-1.4798999999999858	14.0	11.0	14.0	0.0	67.0
1p1n	6.8	212.225	-3.3695999999999975	4.0	1.0	4.0	-1.0	15.0
1ttv	6.8	455.3850000000003	6.621600000000005	6.0	1.0	4.0	0.0	31.0
1ung	6.8	267.33199999999994	3.6731000000000025	4.0	2.0	3.0	0.0	20.0
1y2e	6.8	259.30899999999997	2.2480399999999996	3.0	1.0	5.0	0.0	19.0
2ai8	6.8	181.23499999999993	1.2602000000000002	5.0	2.0	3.0	0.0	13.0
2i0v	6.8	338.79400000000015	4.504220000000003	2.0	1.0	3.0	0.0	24.0
2n3k	6.8	2157.5839999999976	-21.762600000000106	72.0	36.0	24.0	5.0	152.0
2xhm	6.8	533.5180000000004	0.2746000000000024	12.0	5.0	8.0	-2.0	37.0
2xm8	6.8	307.37700000000007	1.7500000000000009	3.0	3.0	4.0	1.0	23.0
2xnm	6.8	545.6070000000004	4.400600000000003	7.0	2.0	6.0	1.0	38.0
2xu3	6.8	542.5100000000004	4.074270000000003	7.0	2.0	6.0	0.0	34.0
3c4c	6.8	413.83300000000037	3.877200000000003	6.0	2.0	4.0	0.0	27.0
3c88	6.8	492.60700000000054	-10.369200000000012	16.0	11.0	6.0	2.0	33.0
3d94	6.8	491.64300000000054	1.852900000000002	4.0	3.0	5.0	2.0	37.0
3fui	6.8	283.395	2.4033000000000007	6.0	2.0	2.0	1.0	21.0
3fv8	6.8	425.7340000000004	2.838700000000001	5.0	2.0	3.0	1.0	25.0
3fx6	6.8	268.245	-1.0570999999999993	7.0	2.0	6.0	-1.0	19.0
3ihz	6.8	810.0790000000002	4.446600000000006	7.0	5.0	12.0	0.0	57.0
3kc3	6.8	342.3620000000002	4.091900000000002	3.0	3.0	6.0	0.0	26.0
3mbp	6.8	504.4380000000002	-7.573000000000004	7.0	11.0	16.0	0.0	34.0
3qcq	6.8	269.312	1.6161000000000003	3.0	4.0	6.0	0.0	20.0
3qn7	6.8	1848.1049999999998	-20.68059999999996	25.0	28.0	27.0	1.0	127.0
3s2v	6.8	394.4100000000003	-2.9415999999999976	6.0	1.0	10.0	-1.0	26.0
3sdk	6.8	586.6930000000003	3.747040000000003	12.0	3.0	8.0	0.0	43.0
3t03	6.8	420.32800000000026	4.572820000000004	5.0	0.0	4.0	0.0	25.0
3uib	6.8	379.46000000000026	2.8179000000000007	1.0	3.0	3.0	0.0	27.0
3uvk	6.8	1175.3989999999983	-12.176099999999956	38.0	17.0	17.0	1.0	81.0
3zke	6.8	1117.2749999999985	-10.716000000000014	37.0	17.0	18.0	1.0	77.0
3zrl	6.8	307.17200000000014	3.4141000000000012	1.0	1.0	3.0	0.0	17.0
4aro	6.8	654.4920000000005	-6.927599999999993	12.0	0.0	24.0	-6.0	36.0
4er4	6.8	1083.3539999999991	-2.0824000000000114	30.0	12.0	11.0	2.0	78.0
4g2f	6.8	324.38400000000007	3.6517200000000027	1.0	3.0	6.0	0.0	24.0
4j0a	6.8	382.4170000000002	2.951620000000001	6.0	1.0	5.0	-1.0	27.0
4l7f	6.8	459.5250000000005	4.156100000000003	5.0	3.0	6.0	0.0	34.0
4lkg	6.8	673.5980000000004	-9.41430000000001	12.0	12.0	19.0	-1.0	46.0
4qo9	6.8	475.5730000000005	1.2266000000000015	6.0	3.0	5.0	1.0	35.0
4u0s	6.8	424.17900000000014	-3.6419999999999977	6.0	3.0	15.0	-3.0	27.0
4wno	6.8	357.4210000000002	4.299700000000003	5.0	4.0	6.0	0.0	27.0
4xt9	6.8	531.4860000000003	6.758700000000004	7.0	1.0	5.0	0.0	34.0
4yoz	6.8	1158.2549999999987	-8.04520000000004	36.0	14.0	19.0	-2.0	81.0
5a83	6.8	511.6680000000006	2.1645400000000006	6.0	3.0	6.0	1.0	36.0
5acb	6.8	561.1100000000005	3.8582000000000054	9.0	4.0	5.0	1.0	40.0
5c83	6.8	424.5890000000004	0.1620000000000048	6.0	2.0	3.0	2.0	31.0
5elv	6.8	240.28399999999996	0.6104	1.0	2.0	4.0	0.0	16.0
5fqt	6.8	365.4730000000001	1.65012	5.0	2.0	3.0	0.0	27.0
5j8m	6.8	366.14600000000024	2.540400000000001	2.0	3.0	5.0	0.0	22.0
5l72	6.8	461.52000000000044	0.7285000000000008	7.0	3.0	7.0	1.0	32.0
5nk6	6.8	485.00900000000047	5.134120000000005	6.0	4.0	6.0	0.0	33.0
5vlh	6.8	1712.8569999999993	-6.254800000000036	49.0	20.0	24.0	-3.0	123.0
5wae	6.8	226.233	-0.4195000000000002	4.0	0.0	4.0	-1.0	15.0
5y8c	6.8	382.8250000000002	3.6076200000000025	5.0	1.0	6.0	0.0	25.0
6bsm	6.8	405.45100000000036	2.2890000000000015	12.0	3.0	6.0	0.0	29.0
6cve	6.8	481.1400000000002	-4.926299999999997	8.0	4.0	15.0	-4.0	29.0
6ej4	6.8	286.338	3.874100000000001	2.0	2.0	3.0	0.0	22.0
6eo9	6.8	865.3749999999992	4.145900000000003	18.0	2.0	16.0	1.0	59.0
2f3e	6.81	673.9430000000004	2.3496000000000032	11.0	6.0	9.0	0.0	45.0
2uwp	6.81	449.9820000000005	0.7116000000000005	7.0	1.0	6.0	0.0	28.0
3bc3	6.81	831.0759999999991	3.0056000000000074	21.0	8.0	6.0	1.0	60.0
3mo0	6.81	480.65700000000055	1.2529000000000023	11.0	4.0	6.0	2.0	35.0
4ci3	6.81	273.248	-0.3299999999999994	1.0	2.0	5.0	0.0	20.0
4eqf	6.81	689.7920000000003	-9.142800000000022	23.0	12.0	10.0	1.0	48.0
4m48	6.81	264.39199999999994	2.800200000000001	3.0	1.0	0.0	1.0	20.0
5cnm	6.81	283.28900000000004	-3.988199999999998	4.0	2.0	7.0	-1.0	19.0
5etx	6.81	744.912	3.3818000000000046	12.0	3.0	11.0	0.0	52.0
5vo2	6.81	410.4640000000003	2.2881	4.0	2.0	5.0	1.0	29.0
5wlt	6.81	289.377	-0.9544999999999988	7.0	3.0	4.0	1.0	19.0
5zae	6.81	343.3910000000002	1.3224700000000003	3.0	4.0	7.0	0.0	25.0
1db5	6.82	379.43600000000026	1.9347200000000007	9.0	1.0	5.0	-1.0	28.0
1drk	6.82	150.13	-2.582299999999999	0.0	4.0	5.0	0.0	10.0
1fhd	6.82	302.283	-2.884799999999996	2.0	5.0	9.0	0.0	21.0
1fsy	6.82	248.669	3.1442200000000016	2.0	0.0	3.0	0.0	17.0
1hgt	6.82	1278.3129999999983	-10.24020000000001	40.0	10.0	22.0	-5.0	91.0
1jeu	6.82	404.4880000000003	-6.329100000000004	16.0	5.0	6.0	1.0	28.0
1k1n	6.82	601.7260000000003	-1.3882399999999901	12.0	4.0	7.0	0.0	42.0
1lrh	6.82	185.20199999999994	1.1321999999999997	2.0	0.0	2.0	-1.0	14.0
1n7t	6.82	876.9449999999994	-4.71730000000001	23.0	11.0	12.0	-1.0	63.0
1nnu	6.82	286.71400000000006	4.696700000000002	2.0	2.0	3.0	0.0	20.0
1o37	6.82	373.4600000000002	0.8513000000000019	5.0	5.0	2.0	2.0	28.0
1o38	6.82	373.4600000000002	0.8513000000000019	5.0	5.0	2.0	2.0	28.0
1pmv	6.82	220.23099999999994	2.774300000000001	0.0	1.0	2.0	0.0	17.0
1s9t	6.82	189.127	-4.509999999999999	3.0	2.0	6.0	0.0	13.0
1tr7	6.82	236.26399999999998	-1.3969999999999987	5.0	4.0	6.0	0.0	16.0
1uwf	6.82	236.26399999999998	-1.3969999999999987	5.0	4.0	6.0	0.0	16.0
1xh7	6.82	570.7140000000005	2.8988000000000023	7.0	4.0	6.0	1.0	42.0
2ath	6.82	475.4430000000005	4.351600000000004	10.0	0.0	7.0	-1.0	34.0
2b1i	6.82	398.2460000000001	-4.252299999999996	4.0	4.0	12.0	-2.0	25.0
2c94	6.82	486.3210000000004	-4.068599999999996	11.0	6.0	12.0	-2.0	32.0
2d41	6.82	434.54000000000025	3.460340000000002	6.0	1.0	7.0	-1.0	28.0
2etk	6.82	308.3830000000001	-0.5140999999999993	2.0	2.0	3.0	1.0	21.0
2etr	6.82	248.34999999999994	1.4568999999999996	3.0	2.0	2.0	1.0	18.0
2g97	6.82	391.5150000000003	3.9337000000000035	8.0	1.0	3.0	0.0	29.0
2jk9	6.82	883.8939999999993	-10.65570000000002	27.0	11.0	15.0	-1.0	62.0
2mwy	6.82	1804.9759999999997	-13.136099999999917	58.0	21.0	27.0	-2.0	128.0
2oxd	6.82	449.72200000000015	3.9061999999999997	0.0	2.0	1.0	0.0	14.0
2pym	6.82	568.8040000000005	3.3305200000000017	9.0	5.0	5.0	1.0	40.0
2r9s	6.82	451.7010000000004	-0.011799999999995814	5.0	4.0	2.0	3.0	31.0
2rfh	6.82	208.19299999999996	-0.12810000000000077	5.0	0.0	4.0	-1.0	15.0
2v5a	6.82	291.358	2.874200000000001	2.0	1.0	5.0	0.0	22.0
2v8w	6.82	534.1840000000003	-5.434199999999998	8.0	4.0	17.0	-3.0	33.0
2wk2	6.82	657.7860000000004	-3.503199999999988	9.0	9.0	16.0	0.0	42.0
2xyd	6.82	709.6919999999997	3.816900000000003	16.0	3.0	10.0	-2.0	51.0
2y1d	6.82	326.0720000000002	1.1858999999999995	6.0	1.0	5.0	-2.0	19.0
2ydi	6.82	349.4360000000002	0.5279000000000014	7.0	4.0	4.0	1.0	24.0
2zq0	6.82	646.6160000000004	-9.59070000000001	9.0	14.0	18.0	1.0	44.0
3cqu	6.82	291.3180000000001	2.79502	3.0	3.0	5.0	0.0	22.0
3dnj	6.82	365.4300000000001	-1.6692999999999942	9.0	4.0	5.0	0.0	26.0
3dx2	6.82	196.24800000000002	-3.5596999999999968	1.0	4.0	4.0	1.0	12.0
3ipe	6.82	690.4069999999998	7.922700000000004	16.0	2.0	8.0	-2.0	45.0
3kb3	6.82	263.313	0.9151999999999993	3.0	1.0	4.0	-1.0	19.0
3m3x	6.82	353.36000000000024	0.6954000000000002	7.0	2.0	8.0	0.0	24.0
3n5e	6.82	1011.1939999999989	-8.631800000000037	33.0	16.0	14.0	1.0	70.0
3ncg	6.82	317.39600000000013	3.7334000000000023	3.0	1.0	5.0	0.0	24.0
3qbh	6.82	545.7220000000005	2.3691000000000013	10.0	3.0	6.0	1.0	38.0
3s75	6.82	147.155	-0.07300000000000012	1.0	1.0	3.0	0.0	9.0
3s9t	6.82	371.8710000000002	2.3692400000000005	5.0	1.0	6.0	0.0	23.0
3t5i	6.82	310.35200000000003	-4.346099999999995	8.0	6.0	7.0	1.0	20.0
3tdz	6.82	1429.716999999998	-4.026999999999995	39.0	16.0	15.0	2.0	96.0
3ufl	6.82	451.6340000000004	4.601400000000004	3.0	1.0	1.0	1.0	34.0
3uix	6.82	295.36600000000004	2.0463000000000005	5.0	3.0	4.0	1.0	22.0
3vf8	6.82	360.3930000000002	3.3645000000000014	6.0	3.0	4.0	0.0	26.0
3wzp	6.82	355.4840000000001	-0.25619999999999776	11.0	3.0	7.0	-1.0	24.0
4c8r	6.82	332.36100000000016	-0.036100000000000465	7.0	2.0	7.0	-1.0	23.0
4cku	6.82	693.9309999999998	4.088100000000004	16.0	3.0	6.0	1.0	49.0
4gkc	6.82	270.46	6.537900000000007	4.0	0.0	0.0	0.0	20.0
4gy5	6.82	1192.4329999999982	-15.364299999999904	42.0	21.0	15.0	4.0	83.0
4h4d	6.82	259.09099999999995	-2.495099999999999	6.0	1.0	7.0	-2.0	15.0
4lm5	6.82	295.36600000000004	2.0463000000000005	5.0	3.0	4.0	1.0	22.0
4n3r	6.82	455.4930000000004	4.890200000000004	3.0	3.0	5.0	0.0	34.0
4nue	6.82	397.4600000000002	3.3015000000000017	5.0	2.0	7.0	0.0	28.0
4oew	6.82	547.4390000000004	1.3239999999999998	7.0	2.0	6.0	1.0	30.0
4ow0	6.82	391.5100000000003	3.651200000000002	5.0	2.0	1.0	1.0	29.0
4qy3	6.82	262.33	3.5545000000000027	2.0	3.0	3.0	0.0	18.0
4w9s	6.82	255.217	-0.048300000000000676	2.0	2.0	6.0	-1.0	19.0
5aku	6.82	280.37100000000004	3.838200000000003	1.0	2.0	2.0	0.0	21.0
5dt2	6.82	421.5040000000003	6.306520000000004	6.0	2.0	6.0	0.0	32.0
5eud	6.82	448.5430000000004	2.186960000000002	8.0	3.0	5.0	1.0	33.0
5exw	6.82	502.1620000000002	-3.551999999999998	8.0	3.0	17.0	-4.0	31.0
5he0	6.82	499.5060000000004	3.507100000000002	6.0	4.0	5.0	0.0	37.0
5htc	6.82	492.46900000000045	-3.471999999999995	12.0	5.0	13.0	-1.0	35.0
5hyq	6.82	1469.7829999999985	-14.395899999999916	26.0	23.0	19.0	3.0	101.0
5j75	6.82	388.49300000000034	1.3593199999999999	5.0	0.0	5.0	0.0	27.0
5jc1	6.82	343.31600000000014	0.7855000000000001	9.0	1.0	6.0	-2.0	23.0
5kr8	6.82	337.39500000000015	3.9777400000000034	2.0	1.0	5.0	0.0	23.0
