pdbid	uniprot_id_for_pdbid
4bb2	P08185
4bbe	O60674
4bbf	O60674
4bbg	P52732
4bcb	P23687
4bcc	P23687
4bcd	P23687
4bcf	O60563,P50750
4bcg	O60563,P50750
4bci	O60563,P50750
4bcj	O60563,P50750
4bco	P30274,P24941
4bcp	P20248,P24941
4bdt	P22303
4bek	P56817
4bf1	P00918
4bfd	P56817
4bg1	O75936
4bgg	Q04771
4bgh	P24941
4bgk	O75936
4bhf	O75936
4bhi	O75936
4bhn	Q99683
4bib	Q99683
4bid	Q99683
4bie	Q99683
4bio	Q9NWT6
4bis	O75164
4bj9	Q9H2K2
4bjc	Q9H2K2
4bjx	O60885
4bkj	Q08345
4bkt	P40337,Q15369,Q15370
4bqg	P07900
4bqw	Q9GZT9
4bqx	Q9GZT9
4bs5	O70370
4bsq	O70370
4bti	P00742
4btk	Q5TCY1
4btl	P21836
4btm	Q5TCY1
4btt	P00742
4btu	P00742
4btx	Q16853
4bvb	Q9NTG7
4bw1	O60885
4bw2	O60885
4bw3	O60885
4bw4	O60885
4byi	O14965
4byj	O14965
4bzn	P11309
4bzo	P11309
4c16	P16581
4c1d	Q9K2N0
4c4e	P33981
4c4f	P33981
4c4h	P33981
4c4j	P33981
4c52	Q07817
4c5d	Q07817
4c5w	O75936
4c61	O60674
4c66	O60885
4c9w	P36639
4cbt	P56524
4cby	P56524
4cc5	Q9AIU7
4cc6	Q9AIU7
4cd0	Q9UM73
4cd1	O35795
4cdr	O15294
4cfl	O60885
4cft	P29473
4cga	P35790
4cik	P00747
4ckr	Q08345
4cku	P46925
4cl9	O60885
4clb	O60885
4cli	Q9UM73
4clj	Q9UM73
4cmo	Q9UM73
4cmt	Q9UM73
4cmu	Q9UM73
4cnh	Q9UM73
4cq0	P00918
4cqf	A5H660
4cr5	P03951
4cra	P03951
4crb	P03951
4crc	P03951
4crd	P03951
4crl	P24863,P49336
4csj	P04150
4cst	P08191
4csy	P16581
4d08	O00408
4d0w	O60674
4d0x	O60674
4d1s	O60674
4d2p	Q14680
4d2r	P08069
4d2s	P33981
4d2t	Q14680
4d2w	Q14680
4d7b	P02766
4d83	P56817
4d85	P56817
4d88	P56817
4d8c	P56817
4daf	Q81VW8
4dbn	P15056
4dce	Q9UM73
4ddl	Q9Y233
4dea	O14965
4deb	O14965
4ded	O14965
4deg	P08581
4deh	P08581
4dei	P08581
4dff	Q9Y233
4dfn	P43405
4dfw	P53350
4dh6	P56817
4dhf	O14965
4dhr	P31947
4di2	P56817
4dij	Q00987
4djh	P41145,P00720
4djv	P56817
4djw	P56817
4djx	P56817
4djy	P56817
4dk5	P48736
4dk8	P55055,Q15788
4dld	P22756
4dmy	P43235
4do3	P97612
4dpf	P56817
4dpi	P56817
4drk	Q13451
4drm	Q13451
4drn	Q13451
4dro	Q13451
4drp	Q13451
4dru	O92972
4dtk	P11309
4dtt	P14735
4dum	P06730
4dus	P56817
4dv8	P15917
4dvi	O95271
4e0w	P42264
4e0x	P22756
4e26	P15056
4e3d	P00918
4e3f	P00918
4e3g	P00918
4e3h	P00918
4e49	P00918
4e4l	P23458
4e4n	P23458
4e4x	P15056
4e5d	P08659
4e5w	P23458
4e67	P53350
4e6d	O60674
4e6q	O60674
4e7r	P00734
4e8y	B4EB35
4e90	O76083
4e93	P07332
4e96	O60885
4e9u	A9JQL9
4ea1	A9JQL9
4ea3	P41146
4ear	P00491
4eb8	P00491
4ebv	Q05397
4ebw	Q05397
4ec0	O60760
4edy	O60760
4edz	O60760
4egk	P07900
4ehe	P15056
4ehg	P15056
4ehr	Q07817
4ehz	P23458
4ei4	P23458
4ejn	P31749
4ek9	Q8TEK3
4ekg	Q8TEK3
4eki	Q8TEK3
4elg	Q81R22
4en4	O00764
4eon	P20248,P24941
4eor	P20248,P24941
4eqc	Q13153
4ere	Q00987
4erf	Q00987
4erw	P24941
4es0	Q9UPS6,P61964
4esi	P02879
4ewh	Q07912
4ewo	P56817
4exg	P56817
4exs	C7C422
4eyj	O15264
4eym	O15264
4ezj	P48736
4ezk	P48736
4ezl	P48736
4f08	O60674
4f09	O60674
4f1l	Q460N5
4f1q	Q460N5
4f1s	P48736
4f39	P19492
4f3i	O60885
4f63	P11362
4f64	P11362
4f65	P11362
4f6x	A9JQL9
4f70	P24863,P49336
4fbx	P68400
4fc0	P15056
4fcd	Q9Y233
4fgz	Q6T755
4fjz	P48736
4fk6	P23458
4fkk	P15145
4flh	P48736
4flp	Q58F21
4fm7	P56817
4fm8	P56817
4fnz	Q9UM73
4fob	Q9UM73
4fod	Q9UM73
4fri	P56817
4frj	P56817
4frk	P56817
4frs	P56817
4fsl	P56817
4fyo	P43405
4fys	P15144,P01019
4fz6	P43405
4g11	P48736
4g1f	P27487
4g2j	O76083
4g2l	O76083
4g2w	O76074
4g2y	O76074
4g8m	P19491
4g8n	P42264
4g8r	P05121
4g95	P00374
4g9c	P15056
4gb9	P48736
4ge5	P43378
4gg5	P08581
4gg7	P08581
4gh6	O76083
4ghi	P27540,Q99814
4gid	P56817
4gih	P29597
4gii	P29597
4gj2	P29597
4gj3	P29597
4gj6	P00797
4gj7	P00797
4gja	P00797
4gjc	P00797
4gjd	P00797
4gk2	P29320
4gm8	P61964
4gmc	O92972
4gmy	O60674
4gq4	O00255
4gql	P39900
4gr0	P39900
4gs6	O43318,Q15750
4gs8	P14735
4gsc	P14735
4gtm	Q02293,Q04631
4gtp	Q02293,Q04631
4gu6	Q05397
4gu9	Q05397
4gv1	P31749
4h1j	Q14289
4h1m	Q14289
4h3f	P56817
4h3g	P56817
4h3i	P56817
4h3j	P56817
4h4b	P49902
4h58	P15056
4ha5	P56817
4hai	P34913
4hbm	Q00987
4hbp	P97612
4hbv	O60885
4hbx	O60885
4hby	O60885
4hct	Q08881
4hcu	Q08881
4hcv	Q08881
4heu	Q9Y233
4hev	P0DPI0
4hf4	Q9Y233
4hfp	P00734
4hg7	Q00987
4hge	O60674
4hgt	P48730
4hhy	P09874
4hhz	P09874
4hiq	P02766
4hlf	Q9H2K2
4hlg	Q9H2K2
4hlw	P10275
4hnc	P11444
4hnf	P48730
4hni	P49674
4hra	Q8TEK3
4ht0	P00918
4ht2	O43570
4htx	O00408
4hu1	Q8N1Q1
4huo	P02879
4hv3	P02879
4hv7	P02879
4hvb	P48736
4hvd	P52333
4hvg	P52333
4hvh	P52333
4hvi	P52333
4hvs	P10721
4hw2	Q07820
4hw3	Q07820
4hw7	P07333
4hwt	P26639
4hxl	O60885
4hxm	O60885
4hxr	O60885
4hy0	P98170
4hy4	Q13490
4hyf	Q9H2K2
4hyh	O14757
4hyi	O14757
4hys	P45983
4hyu	P45983
4hzt	P56817
4i0f	P56817
4i0r	P43405
4i0s	P43405
4i0t	P43405
4i10	P56817
4i11	P56817
4i1c	P56817
4i1r	Q9UDY8
4i3z	P24941
4i4f	Q05397
4i5c	P23458
4i5m	Q9NYY3
4i5p	Q9NYY3
4i6b	Q9NYY3
4i6f	Q9NYY3
4i6h	Q9NYY3
4i6q	P52333
4i7j	P00720
4i7l	P00720
4i7m	P00720
4i8n	P18031
4i9i	O95271
4i9z	O76074
4ia0	O76074
4idt	Q99558
4idv	Q99558
4idz	Q9C0B1
4ie0	Q9C0B1
4ie4	Q9C0B1
4ie5	Q9C0B1
4ie6	Q9C0B1
4ie7	Q9C0B1
4ieh	P10415,Q07817
4igk	P38398,Q8WXE1
4igr	P42264
4igt	P19491
4ijh	P27694
4ijl	P27694
4ijq	P00492
4ikr	P53582
4iks	P53582
4ikt	P53582
4iku	P53582
4im0	Q9UHD2
4iq6	P49841
4ir5	Q9UIF8
4ir6	Q9UIF8
4ish	P08709
4ith	Q13546
4itp	P00918
4iue	Q9H2K2
4iva	O60674
4ivb	P23458
4ivc	P23458
4ivd	P23458
4iwd	P08581
4iwz	P00918
4ixh	Q8T6T2
4izm	O59010
4izy	P45983
4j0p	P56817
4j0r	O60885
4j0s	O60885
4j0t	P56817
4j0v	P56817
4j0y	P56817
4j0z	P56817
4j17	P56817
4j1c	P56817
4j1e	P56817
4j1f	P56817
4j1h	P56817
4j1i	P56817
4j1k	P56817
4j21	Q9H2K2
4j3d	P47205
4j3i	O60885
4j3l	Q9H2K2
4j46	P98170
4j47	P98170
4j51	Q9Y2R2
4j52	P53350
4j53	P53350
4j5p	P97612
4j6i	P48736
4jai	O14965
4jaj	O14965
4jbo	O14965
4jbp	O14965
4jc1	P17931
4jck	P17931
4je7	Q9FV53
4jfi	Q13451
4jfj	Q13451
4jfk	Q13451
4jfm	Q13451
4jh0	P27487
4jia	O60674
4jib	O00408
4jit	P0A9M5
4jje	P42574
4jlg	Q8WTS6
4jlj	P27707
4jlm	P27707
4jln	P27707
4jnc	P34913
4jnm	P43490
4joa	Q9UM73
4joo	P56817
4jp9	P56817
4jpa	P45452
4jpc	P56817
4jpe	P56817
4jps	P27986,P42336
4jq7	P00533
4jq8	P00533
4jr0	P42574
4jr3	P00533
4jr5	P43490
4jrv	P00533
4jsa	P00918
4jsr	Q9NTG7
4jt8	Q9NTG7
4jt9	Q9NTG7
4jv6	O43924
4jv7	Q00987
4jvb	O43924
4jve	Q00987
4jyv	P08709
4jz1	Q9Y5Y6
4jzd	P08709
4jze	P08709
4jzf	P08709
4jzi	Q9Y5Y6
4jzr	Q9GZT9
4k18	P11309
4k1b	P11309
4k2y	P23946
4k4e	O95271
4k4f	O95271
4k5y	P34998,P00720
4k60	P23946
4k69	P23946
4k6i	P19793
4k6z	P23458
4k77	P23458
4k8a	Q05397
4k8s	P56817
4k9g	P14174
4k9h	P56817
4k9y	Q05397
4kao	Q05397
4kb8	P48730
4kba	P48730
4kbk	P48730
4ke0	P56817
4ke1	P56817
4kin	Q16539
4kio	Q08881
4kip	Q16539
4kiq	Q16539
4kju	P98170
4kjv	P98170
4kn0	P14207
4kn2	P14207
4knb	P08581
4kni	P00918
4knj	P00918
4knm	Q8N1Q1
4knn	Q8N1Q1
4kp0	P23946
4kp5	O43570
4kp6	Q07343
4kp8	O43570
4krs	O95271
4ksp	P15056
4ksq	P15056
4kwf	P05091
4kwg	P05091
4kx8	Q07075
4kxl	O35820
4kxm	O35820
4kxn	O35820
4kz0	P48736
4kzc	P48736
4kzq	Q9H2K2
4l02	Q9NYA1
4l0b	Q9H2K2
4l0v	Q9H2K2
4l19	P45452
4l23	P27986,P42336
4l2l	P09960
4l3p	O43318,Q15750
4l52	O43318,Q15750
4l53	O43318,Q15750
4l6s	P09874
4l70	Q9Y6F1
4l7f	P45983
4l7l	Q9Y6F1
4l7n	Q9Y6F1
4l7o	Q9Y6F1
4l7r	Q9Y6F1
4l8m	Q16539
4l9i	P28327
4lbo	P17931
4lge	Q13490
4lgu	Q13490
4li5	P00533
4li8	O95271
4lko	P27487
4lkt	Q01469
4llj	Q9Y233
4llk	Q9Y233
4llp	Q9Y233
4llx	Q9Y233
4lm1	Q9Y233
4lm2	Q9Y233
4lm3	Q9Y233
4lnw	P10827
4lov	P08191
4loy	P00734
4lpg	P14324
4lqg	Q04609
4lrh	P15328
4lsj	P04150
4lte	P14735
4lts	P43490
4luo	P27694
4luv	P27694
4lv4	P9WQA3
4lwe	P07900
4lwh	P07900
4lwi	P07900
4lww	P43490
4lxb	P00734
4lxd	P10415
4lxz	Q92769
4ly1	Q92769
4ly9	Q14397
4lyn	P24941
4m0e	P22303
4m0f	P22303
4m2r	P00918
4m2w	P00918
4m3p	Q93088
4m3q	Q12866
4m5g	P26281
4m5h	P26281
4m5i	P26281
4m5j	P26281
4m5l	P26281
4m5m	P26281
4m6p	P43490
4mbi	P11309
4mbj	P15056
4mbl	P11309
4mdn	Q00987
4mdq	Q00987
4men	O60885
4mf0	Q08881
4mf1	Q08881
4mg9	Q15788,P03372
4mga	Q15788,P03372
4mh7	Q12866
4mha	Q12866
4mho	P00489
4mi3	P00489
4mi9	P00489
4mjo	P09467
4mk0	P25098
4mn3	O95931
4mo8	P00918
4mq1	Q13627
4mq2	Q13627
4mqu	Q14397
4mr4	O60885
4mr5	P25440
4mrd	P15379
4mre	P15379
4mrg	P15379
4mrh	P15379
4mro	Q14397
4mrw	Q9Y233
4mrz	Q9Y233
4ms0	Q9Y233
4msa	Q9Y233
4msc	Q9Y233
4mse	Q9Y233
4msg	O95271
4msk	O95271
4msl	Q99523
4msn	Q9Y233
4msu	Q14397
4mt9	O95271
4mu7	Q13490
4muw	Q9Y233
4mvh	Q9Y233
4mx1	P02879
4mx5	P02879
4mxc	P08581
4myq	Q07343
4n00	P56817
4n07	P19491
4n1b	Q14145
4n1u	P36639
4n3r	O95271
4n4v	O95271
4n5g	P19793
4n6h	P41143
4n6y	P11309
4n6z	P11309
4n70	P11309
4n7e	Q99523
4n8d	P27487
4n8e	P27487
4n8r	P19793
4n9b	P43490
4n9c	P43490
4n9d	P43490
4n9e	P43490
4na7	P03951
4na8	P03951
4na9	P08709
4nb6	P51449
4nbl	P55212
4nct	Q13627
4ngm	Q04609
4ngn	Q04609
4ngq	Q04609
4ngr	Q04609
4ngt	Q04609
4nh7	P07900
4nh8	P07900
4nh9	P14625
4nie	P51449
4nj3	P24941
4njd	O96013
4nk9	P11362
4nld	Q9WMX2
4np2	P15379
4np3	P15379
4npv	Q01064
4nrb	Q9UIF8
4nrc	Q9UIF8
4ntj	Q9H244
4nuc	O60885
4nus	P51812
4nw7	Q07343
4nwc	P42264
4nwd	P42264
4nwm	Q06187
4nyi	Q07889,P01112
4nym	Q07889,P01112
4o04	P07900
4o05	P07900
4o07	P07900
4o09	P07900
4o0a	P27694
4o0b	P07900
4o0r	Q13153
4o0t	Q13153
4o0v	O96013
4o0x	O96013
4o0y	O96013
4o0z	P43490
4o13	P43490
4o15	P43490
4o1b	P43490
4o1d	P43490
4o1l	P55263
4o28	P43490
4o2b	Q6B856
4o6e	P28482
4o70	O60885
4o72	O60885
4o74	O60885
4o76	O60885
4o7b	O60885
4o7e	O60885
4o7f	O60885
4o97	Q9Y5Y6
4o9s	P02753
4o9v	Q9Y5Y6
4o9w	P53350
4oar	P06401,Q9Y618
4oas	Q00987
4oba	Q00987
4obo	O95819
4obp	O95819
4obq	O95819
4obz	P07339
4oc0	Q04609
4oc3	Q04609
4oc4	Q04609
4oc5	Q04609
4oc6	P07339
4ocz	P34913
4od0	P34913
4od9	P07339
4ode	Q00987
4odf	Q00987
4oew	O76074
4oex	O76074
4og3	O00255
4og6	O00255
4og7	O00255
4ogi	O60885
4ogj	O60885
4ogv	Q00987
4ohk	Q14397
4ohm	Q14397
4oho	Q14397
4ohp	Q14397
4oiv	Q96RI1
4omc	P09958
4omd	P09958
4ona	Q9BJF5
4oo9	P41594,P00720
4oon	Q07806
4oq3	Q00987
4oq5	Q07820
4oq6	Q07820
4osf	P14174
4ot6	Q06187
4otf	Q06187
4otg	Q16512
4oth	Q16512
4oti	Q16512
4oty	Q05769
4p0n	Q9Y233
4p0x	P14324
4p10	Q96IY4
4p1r	Q9Y233
4p2t	Q2HRB6
4p4d	Q04609
4p4e	Q04609
4p4i	Q04609
4p4j	Q04609
4p58	O88587
4p5d	O35820
4p5e	O43598
4p5z	P29320
4p6e	P25774
4p6g	P25774
4p6w	P04150
4p6x	P04150
4p7e	O60674
4p90	Q13153
4pce	O60885
4pci	O60885
4pf3	P08235
4pg3	Q8IDJ8
4ph4	Q8NEB9
4phu	O14842,P00720
4phw	Q9Y233
4pjt	P09874
4pks	P15917
4pmm	P04629
4pmp	P04629
4pms	P04629
4pmt	P04629
4pni	P28327
4pnr	Q9H2K2
4pop	A2RI47
4pov	A2RI47
4pp3	P19793
4pp5	P19793
4pp7	P15056
4pp9	Q08881
4ppa	Q08881
4pqn	Q08881
4prj	O14965
4pry	P42574
4ps3	P48736
4ps7	P48736
4ps8	P48736
4psq	P02753
4ptc	P49841
4pte	P49841
4ptg	P49841
4puz	P43405
4pv0	P43405
4pv5	Q9CPU0
4px6	P43405
4pxm	P03372
4pyv	P00797
4pyx	P00918
4pyy	P00918
4pzh	P00918
4pzw	P56817
4pzx	P56817
4q09	P00918
4q0l	O43570
4q19	P27707
4q1b	P27707
4q1c	P27707
4q1e	P27707
4q1f	P27707
4q1n	P00797
4q6r	O95470
4q7p	P00918
4q7s	P00918
4q7v	P00918
4q81	P00918
4q83	P00918
4q9s	Q05397
4q9z	Q04759
4qb3	O60885
4qd6	Q08881
4qew	P25440
4qfr	P54645,P80385,P80386
4qjp	Q8N1Q1
4qjw	O43570
4qjx	Q8N1Q1
4qkx	P00720,P07550
4ql8	P10275
4qlq	P22141,P23724,P25043,P30656,P38624
4qmn	Q9Y6E0
4qmt	Q9Y6E0
4qmu	Q9Y6E0
4qmy	Q9Y6E0
4qmz	Q9Y6E0
4qo4	Q00987
4qoc	Q00987
4qp1	P28482
4qp2	P28482
4qp6	P28482
4qp7	P28482
4qp8	P28482
4qp9	P28482
4qpa	P28482
4qps	P52333
4qq5	P22455
4qqc	P22455
4qr3	O60885
4qr4	O60885
4qr5	O60885
4qsm	P00338
4qsv	Q6PL18
4qt0	P00338
4qt1	P52333
4qta	P28482
4qtb	P27361
4qtl	P00918
4qvx	Q07817
4qxs	P14324
4qye	O14757
4qyg	O14757
4qyh	O14757
4qzs	O60885
4r06	P37231
4r1y	P08581
4r4c	P27694
4r4i	P27694
4r4q	P27694
4r59	P00918
4r5a	P00918
4r5b	P00918
4r5n	P56817
4r5t	O96935
4r5v	O96935
4r5x	O96935
4r5y	P15056
4r6e	P09874
4r6t	Q8IL11
4r6v	P22455
4r7m	Q8IL11
4r8y	P56817
4r91	P56817
4r92	P56817
4r93	P56817
4ra5	Q04759
4rab	P00492
4rac	P00492
4rak	P55055
4rao	P00492
4raq	P00492
4rcd	P56817
4rce	P56817
4rcf	P56817
4re9	P14735
4rfm	Q08881
4rfy	Q06187
4rfz	Q06187
4rg0	Q06187
4rio	P52333
4rj3	P24941
4rj4	P00533
4rj6	P00533
4rj7	P00533
4rj8	P00533
4rn0	Q9BY41
4rn1	Q9BY41
4rn4	P00918
4rn6	P00734
4rpv	P11309
4rqk	O15530
4rrn	P56817
4rro	P56817
4rrs	P56817
4rs0	Q05769
4rsk	P61823
4rss	P43405
4rux	P00918
4ruy	P00918
4ruz	P00918
4rvk	O14757
4rvl	O14757
4rvm	O14757
4rvr	Q9UIF8
4rwl	P11362
4rx5	Q06187
4rx7	P43405
4rx8	P43405
4rx9	P43405
4ryc	P00797
4ryd	P09958
4ryg	P00797
4ryl	O60678
4rz1	P00797
4std	P56221
4tjw	Q9H2K2
4tjy	Q9H2K2
4tkf	Q9H2K2
4tkg	Q9H2K2
4tkh	P05413
4tkj	P05413
4tky	P0AEG4
4tln	P00800
4tmn	P00800
4tpk	P06276
4tpm	Q9Y233
4tpp	Q9Y233
4tpt	P53671
4tpw	P06730
4tqn	Q92793
4trw	P56817
4trz	P56817
4tte	Q6PL18
4tuh	Q07817
4tv3	P42336
4tvj	Q9UGN5
4tw6	Q13451
4tw7	Q13451
4twc	P48730
4ty1	P11309
4ty6	P03951
4ty7	P03951
4tyl	Q6PL18
4tyo	Q13526
4tyt	P04190
4tz2	Q6PL18
4tz8	Q6PL18
4u01	Q9WMX2
4u0i	P10721
4u43	O95819
4u44	O95819
4u45	O95819
4u6r	O75460
4u6w	P53582
4u79	P53779
4u93	P07900
4uda	Q15788,P08235
4udb	Q15788,P08235
4ufd	P00734
4ufe	P00734
4uff	P00734
4ufg	P00734
4ufu	Q9H2K2
4ufy	Q9H2K2
4uhg	Q9H2K2
4ui3	Q9H2K2
4ui6	Q9H2K2
4ui8	Q9H2K2
4uiu	Q9H8M2
4uiv	Q9H8M2
4uiw	Q9H8M2
4uix	O60885
4uiy	O60885
4uiz	O60885
4umq	Q14680
4umu	Q14680
4unp	P9WKE1
4uns	P9WKE1
4ura	O75164
4urk	P48736
4uro	P0A0K8
4usw	Q96PN6
4uvv	Q9H2K2
4uwf	Q8NEB9
4uwh	Q8NEB9
4uxb	P09874
4uxl	P08922
4uxq	P22455
4uy1	O15496
4uyd	O60885
4uye	P55201
4uyf	P25440
4uyg	P25440
4uyh	P25440
4uyn	O14965
4uzd	O14965
4uzh	O14965
4v01	P11362
4v05	P11362
4v24	Q9NYA1
4v25	Q15119
4w4v	P53779
4w4x	P53779
4w4y	P53779
4w54	P00720
4w57	P00720
4w7p	Q13464
4w9c	P40337,Q15369,Q15370
4w9f	P40337,Q15369,Q15370
4w9i	P40337,Q15369,Q15370
4w9k	P40337,Q15369,Q15370
4w9o	Q13451
4w9p	Q13451
4wa9	P00519
4wag	Q9UBF8
4wcu	Q08499
4wf2	P06709
4wf6	P15917
4wgi	Q07820
4whh	P53350
4whz	P53779
4wiv	O60885
4wk2	P05556,P08648
4wk7	O75173
4wke	O75173
4wki	O75173
4wlb	P51449
4wmu	P0AEX9,Q07820
4wmv	P0AEX9,Q07820
4wmx	P0AEX9,Q07820
4wnk	P43249
4wnp	O75385
4wp7	P00352
4wpf	P51449
4wpn	P00352
4wr7	P00915
4wr8	P14174
4wrb	P14174
4wrs	P11309
4wsy	P11309
4wt2	Q00987
4wt6	P11309
4wtu	P56817
4wup	P00915
4wuy	Q9NRG4
4wvl	Q8TEK3
4wvs	P98170
4wvt	P98170
4ww6	P00918
4ww8	O43570
4wwo	P48736
4wwp	P48736
4wxi	P03951
4wy1	P56817
4wy6	P56817
4wyz	P61823
4wzv	P14780
4x0f	Q07343
4x21	P53779
4x2l	P56817
4x3r	Q04609
4x5p	P08191
4x5y	O00255
4x5z	O00255
4x63	O14744,Q9BQA1
4x6h	P43235
4x6j	P43235
4x6m	P03951
4x6n	P03951
4x6o	P03951
4x6x	P34913
4x6y	P34913
4x7h	Q9NZJ5
4x7i	P56817
4x7j	Q9NZJ5
4x7l	Q9NZJ5
4x7n	Q9NZJ5
4x7o	Q9NZJ5
4x7q	Q9P1W9
4x8g	Q9UM07
4x8v	P08709
4xaq	Q14416
4xar	Q14832
4xas	Q14416
4xct	P14780
4xcu	P22455
4xg4	P43405
4xg6	P43405
4xg7	P43405
4xg8	P43405
4xg9	P43405
4xh6	P11309
4xhk	P11309
4xip	P07900
4xiq	P07900
4xir	P07900
4xj0	P28482
4xjs	P28907
4xjt	P28907
4xkx	P56817
4xm6	P15917
4xm7	P15917
4xmb	Q14145
4xmo	P08581
4xnv	P47900
4xnw	P47900
4xo8	P08191
4xs2	Q9NWZ3
4xt2	P27540,Q99814
4xt9	P51449
4xua	Q9UIF8
4xub	Q9UIF8
4xuh	P37231
4xum	P37231
4xv2	P15056
4xv9	P15056
4xx4	P00797
4xx9	O15530
4xxs	P56817
4xyf	P08581
4y24	P09382
4y2j	P34913
4y2p	P34913
4y2q	P34913
4y2s	P34913
4y2t	P34913
4y2u	P34913
4y2v	P34913
4y2x	P34913
4y2y	P34913
4y46	P53779
4y5h	P53779
4y6m	P46925
4y73	Q9NWZ3
4y87	O76083
4y8c	O76083
4y8d	O14976
4y8x	P03951
4y8y	P03951
4y8z	P03951
4ya8	P46925
4yab	O15164
4yad	O15164
4yat	O15164
4yax	O15164
4yay	P30556
4ybi	P56817
4ybm	O15164
4ybs	O15164
4ybt	O15164
4yc8	P00519
4yc9	O15164
4ycl	P04191
4ycm	P04191
4ycn	P04191
4ycu	Q15046
4yes	P00734
4yff	Q59H18
4yfi	Q59H18
4yh3	O60885
4yh4	O60885
4yhf	Q06187
4yht	P15056
4yjn	Q9BJF5
4yk0	Q92793
4yk5	O14684
4ykn	P27986,P42336
4yl0	O14684
4yl1	O14684
4yl3	O14684
4ylj	Q13627
4ylk	Q13627
4yll	Q13627
4ymb	P22756
4ymj	Q16288
4ymq	P51449
4ynd	Q9NRG4
4yne	P04629
4ynk	P13053
4yo6	Q9NWZ3
4yps	P04629
4yqm	P78417
4ys7	Q9Y233
4yt6	P08709
4yt7	P08709
4yth	O60674
4yvc	Q13464
4yve	Q13464
4yxi	P00918
4yyl	P03433
4yyt	P00918
4yzc	O75460
4yzu	P00740
4z0k	P00740
4z0q	P00918
4z16	P52333
4z1j	P00918
4z1k	P00918
4z22	P46925
4z2i	P11797
4z2j	P11797
4z2k	P11797
4z3v	Q06187
4z6i	Q9H8M2
4z7h	O75460
4z7n	P05106,P08514
4z7o	P05106,P08514
4z7q	P05106,P08514
4z93	O60885
4z9l	P53779
4zae	P00740
4zbf	Q07820
4zbi	Q07820
4zg7	Q13822
4zg9	Q13822
4zga	Q13822
4zgk	Q00987
4zim	O60674
4zj8	O43613
4zjc	O43613
4zji	Q13153
4zjj	Q13153
4zjr	P51449
4zk5	O95819
4zly	Q06187
4zo5	Q9Y233
4zom	P51449
4zpe	P56817
4zpf	P56817
4zpg	P56817
4zs0	O14965
4zsa	P11362
4zsm	P56817
4zsp	P56817
4zsr	P56817
4ztl	Q9NWZ3
4ztm	Q9NWZ3
4ztr	O14965
4zud	P30556
4zun	Q48935
4zur	Q48935
4zw5	O96935
4zwy	P00918
4zwz	P00918
4zx0	P00918
4zx1	P00918
4zx3	O96935
4zy4	Q13153
4zy5	Q13153
4zy6	Q13153
4zyc	Q00987
4zyf	Q00987
4zyi	Q00987
4zyt	P22102
4zyu	P22102
4zyv	P22102
4zyx	P22102
4zyy	P22102
4zz1	P22102
4zz3	P22102
4zzx	Q9UGN5
4zzy	Q9UGN5
4zzz	P09874
5a00	P09874
5a09	P08246
5a0a	P08246
5a0c	P08246
5a14	P24941
5a2s	P56524
5a3n	Q9UGL1
5a3t	Q9UGL1
5a3w	Q9UGL1
5a3x	Q13627
5a4c	P11362
5a5p	Q6PL18
5a5q	Q6PL18
5a5r	Q6PL18
5a5s	O60885
5a6h	P00918
5a81	Q6PL18
5a82	Q6PL18
5a85	O60885
5a8x	P08246
5a8y	P08246
5a8z	P08246
5a9u	Q9UM73
5aa9	Q9UM73
5aaa	Q9UM73
5aab	Q9UM73
5aan	Q9VWX8
5aba	P04637
5acb	O75909,Q9NYV4
5acw	Q9K2N0
5acx	Q9K2N0
5acy	O60885
5adr	Q9H2K2
5aeh	Q9H2K2
5aen	P09960
5aep	O60674
5aes	P60487
5ai0	P34913
5ai5	P34913
5aic	P34913
5ais	O60760
5aiv	O60760
5aix	O60760
5ajv	Q16875
5ajw	Q16875
5ajx	Q16875
5ajz	Q16875
5ak0	Q16875
5ak2	P03372
5ake	P34913
5akg	P34913
5akh	P34913
5akj	P34913
5aku	Q9H2K2
5akw	Q9H2K2
5akz	P34913
5al1	Q9H2K2
5al2	Q9H2K2
5al3	Q9H2K2
5ald	P34913
5ale	P34913
5alk	P34913
5all	P34913
5alm	P34913
5alo	P34913
5alt	P34913
5alu	P34913
5alw	P34913
5alx	P34913
5aly	P34913
5alz	P34913
5am0	P34913
5am1	P34913
5am3	P34913
5am4	P34913
5am5	P34913
5am6	P11362
5am7	P11362
5amn	P07949
5ant	P36639
5anv	P36639
5anw	P36639
5aoj	P04637
5ap0	P33981
5ap2	P33981
5ap3	P33981
5ap5	P33981
5aph	P51449
5aqf	P11142
5aqg	P11142
5ar4	O43353
5ar5	O43353
5ar7	O43353
5ar8	O43353
5arf	Q9NRG4
5arg	Q9NRG4
5auu	P53355
5auw	P53355
5auz	P53355
5avi	Q13133,Q15788
5awj	P13053
5ax3	P40763,P28482
5ax9	Q9UKE5
5axq	Q9Y233
5ayf	Q8WTS6
5b0x	P68400
5b25	Q01064
5b4l	Q9Y233
5b5o	P45452
5b5p	P45452
5bml	Q13464
5bms	O96013
5bnj	P24863,P49336
5boj	P02766
5bot	P45452
5boy	P45452
5bpa	P45452
5bq0	Q06187
5bqh	O14684
5bqi	O14684
5brn	P00492
5bsk	P00492
5bue	P28482
5bui	P28482
5bvd	P28482
5bve	P28482
5bvf	P28482
5bvn	Q08345
5bvw	Q08345
5byi	P00918
5byy	Q13164
5c0k	P98170
5c1m	P42866
