target_chembl_id	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos
CHEMBL2508	Q00534	Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE)	Cyclin-dependent kinase 6	Kinase
CHEMBL2518	P31939	Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase (IMP cyclohydrolase) (EC 3.5.4.10) (IMP synthase) (Inosinicase)]	Bifunctional purine biosynthesis protein PURH	Other
CHEMBL251	P29274	Adenosine receptor A2a	Adenosine receptor A2a	GPCR
CHEMBL2522	P16278	Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1)	Beta-galactosidase	Enzyme
CHEMBL2524	P06280	Alpha-galactosidase A (EC 3.2.1.22) (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Galactosylgalactosylglucosylceramidase GLA) (EC 3.2.1.47) (Melibiase) (Agalsidase)	Alpha-galactosidase A	Enzyme
CHEMBL2525	Q9Y5Z0	Beta-secretase 2 (EC 3.4.23.45) (Aspartic-like protease 56 kDa) (Aspartyl protease 1) (ASP1) (Asp 1) (Beta-site amyloid precursor protein cleaving enzyme 2) (Beta-site APP cleaving enzyme 2) (Down region aspartic protease) (DRAP) (Memapsin-1) (Membrane-associated aspartic protease 1) (Theta-secretase)	Beta-secretase 2	Enzyme
CHEMBL2527	O96017	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)	Serine/threonine-protein kinase Chk2	Kinase
CHEMBL2534	O15530	3-phosphoinositide-dependent protein kinase 1 (hPDK1) (EC 2.7.11.1)	3-phosphoinositide-dependent protein kinase 1	Kinase
CHEMBL254	P27815	cAMP-specific 3',5'-cyclic phosphodiesterase 4A (EC 3.1.4.53) (DPDE2) (PDE46)	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	Enzyme
CHEMBL2553	Q15418	Ribosomal protein S6 kinase alpha-1 (S6K-alpha-1) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 1) (p90-RSK 1) (p90RSK1) (p90S6K) (MAP kinase-activated protein kinase 1a) (MAPK-activated protein kinase 1a) (MAPKAP kinase 1a) (MAPKAPK-1a) (Ribosomal S6 kinase 1) (RSK-1)	Ribosomal protein S6 kinase alpha-1	Kinase
CHEMBL2555	P0A884	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	None	Unclassified
CHEMBL2558	P53355	Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1)	Death-associated protein kinase 1	Kinase
CHEMBL2568	P06737	Glycogen phosphorylase, liver form (EC 2.4.1.1)	Glycogen phosphorylase, liver form	Enzyme
CHEMBL2578	P56221	Scytalone dehydratase (SD) (SDH) (EC 4.2.1.94)	None	Unclassified
CHEMBL2581	P07339	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain]	Cathepsin D	Enzyme
CHEMBL2582	P20248	Cyclin-A2 (Cyclin-A) (Cyclin A)	Cyclin-A2	Other
CHEMBL258	P06239	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	Tyrosine-protein kinase Lck	Kinase
CHEMBL2590	P15145	Aminopeptidase N (AP-N) (pAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (gp130) (CD antigen CD13)	None	Unclassified
CHEMBL2598	P41743	Protein kinase C iota type (EC 2.7.11.13) (Atypical protein kinase C-lambda/iota) (PRKC-lambda/iota) (aPKC-lambda/iota) (nPKC-iota)	Protein kinase C iota type	Kinase
CHEMBL2599	P43405	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk)	Tyrosine-protein kinase SYK	Kinase
CHEMBL2608	P10253	Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase]	Lysosomal alpha-glucosidase	Enzyme
CHEMBL260	Q16539	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	Mitogen-activated protein kinase 14	Kinase
CHEMBL2611	P09958	Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE)	Furin	Enzyme
CHEMBL261	P00915	Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I)	Carbonic anhydrase 1	Enzyme
CHEMBL262	P49841	Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)	Glycogen synthase kinase-3 beta	Kinase
CHEMBL2632	P04439	HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)	HLA class I histocompatibility antigen, A-3 alpha chain	Other
CHEMBL2633	P15309	Prostatic acid phosphatase (PAP) (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Acid phosphatase 3) (Ecto-5'-nucleotidase) (Protein tyrosine phosphatase ACP3) (EC 3.1.3.48) (Thiamine monophosphatase) (TMPase) [Cleaved into: PAPf39]	Prostatic acid phosphatase	Enzyme
CHEMBL2637	P53779	Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase 1b) (SAPK1b) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3)	Mitogen-activated protein kinase 10	Kinase
CHEMBL2640	P52789	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase)	Hexokinase-2	Kinase
CHEMBL2652	O00408	cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)	cGMP-dependent 3',5'-cyclic phosphodiesterase	Enzyme
CHEMBL2654	P00517	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	None	Unclassified
CHEMBL267	P12931	Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	Proto-oncogene tyrosine-protein kinase Src	Kinase
CHEMBL268	P43235	Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	Cathepsin K	Enzyme
CHEMBL2695	Q05397	Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein phosphatase 1 regulatory subunit 71) (PPP1R71) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)	Focal adhesion kinase 1	Kinase
CHEMBL2706	P23467	Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP)	Receptor-type tyrosine-protein phosphatase beta	Enzyme
CHEMBL2716	Q8WUI4	Histone deacetylase 7 (HD7) (EC 3.5.1.98) (Histone deacetylase 7A) (HD7a)	Histone deacetylase 7	Epigenetic
CHEMBL2730	P21980	Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Erythrocyte transglutaminase) (Heart G alpha(h)) (hhG alpha(h)) (Isopeptidase TGM2) (EC 3.4.-.-) (Protein G alpha(h)) (G(h)) (Protein-glutamine deamidase TGM2) (EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2) (EC 2.3.1.-) (Tissue transglutaminase) (tTG) (tTgase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase II) (TGase II) (Transglutaminase-2) (TG2) (TGase-2) (hTG2)	Protein-glutamine gamma-glutamyltransferase 2	Enzyme
CHEMBL275	Q07343	cAMP-specific 3',5'-cyclic phosphodiesterase 4B (EC 3.1.4.53) (DPDE4) (PDE32)	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Enzyme
CHEMBL278	P13612	Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (VLA-4 subunit alpha) (CD antigen CD49d)	Integrin alpha-4	Other
CHEMBL279	P35968	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	Vascular endothelial growth factor receptor 2	Kinase
CHEMBL2803	P43403	Tyrosine-protein kinase ZAP-70 (EC 2.7.10.2) (70 kDa zeta-chain associated protein) (Syk-related tyrosine kinase)	Tyrosine-protein kinase ZAP-70	Kinase
CHEMBL2804	P29994	Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP-3-R) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)	None	Unclassified
CHEMBL2808	Q13133	Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3)	Oxysterols receptor LXR-alpha	Nuclear Receptor
CHEMBL280	P45452	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	Collagenase 3	Enzyme
CHEMBL2815	P04629	High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA)	High affinity nerve growth factor receptor	Kinase
CHEMBL2820	P03951	Coagulation factor XI (FXI) (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) [Cleaved into: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain]	Coagulation factor XI	Enzyme
CHEMBL2828	P48730	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	Casein kinase I isoform delta	Kinase
CHEMBL2835	P23458	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)	Tyrosine-protein kinase JAK1	Kinase
CHEMBL283	P08254	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1)	Stromelysin-1	Other
CHEMBL284	P27487	Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	Dipeptidyl peptidase 4	Enzyme
CHEMBL2858	P42866	Mu-type opioid receptor (M-OR-1) (MOR-1)	None	Unclassified
CHEMBL286	P00797	Renin (EC 3.4.23.15) (Angiotensinogenase)	Renin	Enzyme
CHEMBL287	Q99720	Sigma non-opioid intracellular receptor 1 (Aging-associated gene 8 protein) (SR31747-binding protein) (SR-BP) (Sigma 1-type opioid receptor) (SIG-1R) (Sigma1-receptor) (Sigma1R) (hSigmaR1)	Sigma non-opioid intracellular receptor 1	Other
CHEMBL2888	Q14832	Metabotropic glutamate receptor 3 (mGluR3)	Metabotropic glutamate receptor 3	GPCR
CHEMBL2889	Q9Y2R2	Tyrosine-protein phosphatase non-receptor type 22 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP) (Lymphoid phosphatase) (LyP) (PEST-domain phosphatase) (PEP)	Tyrosine-protein phosphatase non-receptor type 22	Enzyme
CHEMBL288	Q08499	cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	Enzyme
CHEMBL2902	P00381	Dihydrofolate reductase (EC 1.5.1.3)	None	Unclassified
CHEMBL290	Q13370	cGMP-inhibited 3',5'-cyclic phosphodiesterase B (EC 3.1.4.17) (CGIPDE1) (CGIP1) (Cyclic GMP-inhibited phosphodiesterase B) (CGI-PDE B)	cGMP-inhibited 3',5'-cyclic phosphodiesterase B	Enzyme
CHEMBL2911	P35558	Phosphoenolpyruvate carboxykinase, cytosolic [GTP] (PEPCK-C) (EC 4.1.1.32) (Serine-protein kinase PCK1) (EC 2.7.11.-)	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	Kinase
CHEMBL2919	P22756	Glutamate receptor ionotropic, kainate 1 (GluK1) (Glutamate receptor 5) (GluR-5) (GluR5)	None	Unclassified
CHEMBL2935	P55859	Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)	None	Unclassified
CHEMBL2939	O15264	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4)	Mitogen-activated protein kinase 13	Kinase
CHEMBL2954	P25774	Cathepsin S (EC 3.4.22.27)	Cathepsin S	Enzyme
CHEMBL2958	P26769	Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylate cyclase type II) (Adenylyl cyclase 2) (AC2)	None	Unclassified
CHEMBL2959	Q08881	Tyrosine-protein kinase ITK/TSK (EC 2.7.10.2) (Interleukin-2-inducible T-cell kinase) (IL-2-inducible T-cell kinase) (Kinase EMT) (T-cell-specific kinase) (Tyrosine-protein kinase Lyk)	Tyrosine-protein kinase ITK/TSK	Kinase
CHEMBL2966	P56658	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	None	Unclassified
CHEMBL2971	O60674	Tyrosine-protein kinase JAK2 (EC 2.7.10.2) (Janus kinase 2) (JAK-2)	Tyrosine-protein kinase JAK2	Kinase
CHEMBL2973	O75116	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	Rho-associated protein kinase 2	Kinase
CHEMBL2982	Q9TVW2	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	None	Unclassified
CHEMBL2987	P28720	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	None	Unclassified
CHEMBL2998	P56373	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2X purinoceptor 3	Ion Channel
CHEMBL299	P17252	Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)	Protein kinase C alpha type	Kinase
CHEMBL3009	Q15303	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	Receptor tyrosine-protein kinase erbB-4	Kinase
CHEMBL3012	Q13946	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A (EC 3.1.4.53) (HCP1) (TM22)	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	Enzyme
CHEMBL3018	Q9Y5Y6	Suppressor of tumorigenicity 14 protein (EC 3.4.21.109) (Matriptase) (Membrane-type serine protease 1) (MT-SP1) (Prostamin) (Serine protease 14) (Serine protease TADG-15) (Tumor-associated differentially-expressed gene 15 protein)	Suppressor of tumorigenicity 14 protein	Other
CHEMBL301	P24941	Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase)	Cyclin-dependent kinase 2	Kinase
CHEMBL3021	Q62986	Estrogen receptor beta (ER-beta) (Nuclear receptor subfamily 3 group A member 2)	None	Unclassified
CHEMBL3024	P53350	Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13)	Serine/threonine-protein kinase PLK1	Kinase
CHEMBL3028	Q96KS0	Prolyl hydroxylase EGLN2 (EC 1.14.11.-) (Egl nine homolog 2) (EC 1.14.11.29) (Estrogen-induced tag 6) (EIT-6) (HPH-3) (Hypoxia-inducible factor prolyl hydroxylase 1) (HIF-PH1) (HIF-prolyl hydroxylase 1) (HPH-1) (Prolyl hydroxylase domain-containing protein 1) (PHD1)	Egl nine homolog 2	Other
CHEMBL3038474	P24863	Cyclin-C (SRB11 homolog) (hSRB11)	Cyclin-C	Other
CHEMBL3044	Q01812	Glutamate receptor ionotropic, kainate 4 (GluK4) (Glutamate receptor KA-1) (KA1)	None	Unclassified
CHEMBL3045	P05771	Protein kinase C beta type (PKC-B) (PKC-beta) (EC 2.7.11.13)	Protein kinase C beta type	Kinase
CHEMBL3069	O35627	Nuclear receptor subfamily 1 group I member 3 (Constitutive androstane receptor) (CAR) (Orphan nuclear receptor MB67)	None	Unclassified
CHEMBL3072	P15207	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	None	Unclassified
CHEMBL3080	Q13231	Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)	Chitotriosidase-1	Enzyme
CHEMBL3085	P43003	Excitatory amino acid transporter 1 (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (Solute carrier family 1 member 3)	Excitatory amino acid transporter 1	Transporter
CHEMBL308	P06493	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	Cyclin-dependent kinase 1	Kinase
CHEMBL3091270	Q63T71	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	None	Unclassified
CHEMBL3091	Q99523	Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3)	Sortilin	Other
CHEMBL3099	P00520	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	None	Unclassified
CHEMBL3100	P02753	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176)]	Retinol-binding protein 4	Other
CHEMBL3105	P09874	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-)	Poly [ADP-ribose] polymerase 1	Enzyme
CHEMBL3106	P19971	Thymidine phosphorylase (TP) (EC 2.4.2.4) (Gliostatin) (Platelet-derived endothelial cell growth factor) (PD-ECGF) (TdRPase)	Thymidine phosphorylase	Enzyme
CHEMBL3108634	Q00610	Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)	Clathrin heavy chain 1	Other
CHEMBL3108638	O15164	Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24)	Transcription intermediary factor 1-alpha	Epigenetic
CHEMBL3108639	Q9BXF3	Cat eye syndrome critical region protein 2	Cat eye syndrome critical region protein 2	Epigenetic
CHEMBL3108640	Q9H8M2	Bromodomain-containing protein 9 (Rhabdomyosarcoma antigen MU-RMS-40.8)	Bromodomain-containing protein 9	Epigenetic
CHEMBL3108647	Q9BYW2	Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)	Histone-lysine N-methyltransferase SETD2	Epigenetic
CHEMBL3108660	P40337	von Hippel-Lindau disease tumor suppressor (Protein G7) (pVHL)	von Hippel-Lindau disease tumor suppressor	Enzyme
CHEMBL3116	P50750	Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit)	Cyclin-dependent kinase 9	Kinase
CHEMBL3117	P35790	Choline kinase alpha (CK) (EC 2.7.1.32) (CHETK-alpha) (Ethanolamine kinase) (EK) (EC 2.7.1.82)	Choline kinase alpha	Kinase
CHEMBL311	Q00960	Glutamate receptor ionotropic, NMDA 2B (GluN2B) (Glutamate [NMDA] receptor subunit epsilon-2) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B)	None	Unclassified
CHEMBL3129	Q9Y2T3	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH) (p51-nedasin)	Guanine deaminase	Enzyme
CHEMBL3130	O00329	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	Kinase
CHEMBL3132741	P55201	Peregrin (Bromodomain and PHD finger-containing protein 1) (Protein Br140)	Peregrin	Epigenetic
CHEMBL3137262	Q9UKL0	REST corepressor 1 (Protein CoREST)	REST corepressor 1	Transcription Factor
CHEMBL3137286	Q15022	Polycomb protein SUZ12 (Chromatin precipitated E2F target 9 protein) (ChET 9 protein) (Joined to JAZF1 protein) (Suppressor of zeste 12 protein homolog)	Polycomb protein SUZ12	Other
CHEMBL3137287	Q6ZN18	Zinc finger protein AEBP2 (Adipocyte enhancer-binding protein 2) (AE-binding protein 2)	Zinc finger protein AEBP2	Other
CHEMBL3137287	Q09028	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	Histone-binding protein RBBP4	Other
CHEMBL3137287	Q15022	Polycomb protein SUZ12 (Chromatin precipitated E2F target 9 protein) (ChET 9 protein) (Joined to JAZF1 protein) (Suppressor of zeste 12 protein homolog)	Polycomb protein SUZ12	Other
CHEMBL3150	P13053	Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)	None	Unclassified
CHEMBL3174	P78417	Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)	Glutathione S-transferase omega-1	Enzyme
CHEMBL3181	P14061	17-beta-hydroxysteroid dehydrogenase type 1 (17-beta-HSD 1) (EC 1.1.1.51) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 1) (EC 1.1.1.62) (Placental 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 1)	Estradiol 17-beta-dehydrogenase 1	Enzyme
CHEMBL3192	Q9BY41	Histone deacetylase 8 (HD8) (EC 3.5.1.98)	Histone deacetylase 8	Epigenetic
CHEMBL3194	P02766	Transthyretin (ATTR) (Prealbumin) (TBPA)	Transthyretin	Other
CHEMBL3198	P21836	Acetylcholinesterase (AChE) (EC 3.1.1.7)	None	Unclassified
CHEMBL3200	Q9Y3R4	Sialidase-2 (EC 3.2.1.18) (Cytosolic sialidase) (N-acetyl-alpha-neuraminidase 2)	Sialidase-2	Enzyme
CHEMBL3208	P62965	Cellular retinoic acid-binding protein 1 (Cellular retinoic acid-binding protein I) (CRABP-I)	None	Unclassified
CHEMBL3217375	P62617	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	None	Unclassified
CHEMBL3217378	P56740	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (Dihydroneopterin epimerase)	None	Unclassified
CHEMBL3217379	P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)	None	Unclassified
CHEMBL3217380	P05804	Beta-glucuronidase (GUS) (EC 3.2.1.31) (Beta-D-glucuronoside glucuronosohydrolase)	None	Unclassified
CHEMBL3217390	P21675	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250)	Transcription initiation factor TFIID subunit 1	Kinase
CHEMBL3218	P20273	B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22)	B-cell receptor CD22	Other
CHEMBL321	P14780	Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9]	Matrix metalloproteinase-9	Enzyme
CHEMBL3227	P41594	Metabotropic glutamate receptor 5 (mGluR5)	Metabotropic glutamate receptor 5	GPCR
