target_chembl_id	pdbid	compound	total_sampled_num	calculated_binding_energy	calculated_delta_lig_conform_energy	core_RMSD
CHEMBL2835	4ehz	CHEMBL2206620	1000	-60.62	-17.56	0.84
CHEMBL2835	4ehz	CHEMBL2206621	1000	-66.26	-8.75	0.7
CHEMBL2835	4ehz	CHEMBL2206622	1000	-68.6	-9.47	0.65
CHEMBL2835	4ehz	CHEMBL2206623	1000	-72.48	-11.2	0.62
CHEMBL2835	4ehz	CHEMBL2206624	1000	-70.45	-9.46	0.63
CHEMBL2835	4ehz	CHEMBL2206625	1000	-63.28	-12.82	0.41
CHEMBL2835	4ehz	CHEMBL2206626	1000	-66.54	-10.5	0.32
CHEMBL2835	4ehz	CHEMBL2206627	1000	-43.88	-7.28	0.25
CHEMBL2835	4fk6	CHEMBL2206628	1000	-49.25	-5.12	0.52
CHEMBL2835	4ehz	CHEMBL2206629	1000	-46.49	-7.03	0.23
CHEMBL2835	4fk6	CHEMBL2206630	1000	-46.4	-2.51	0.17
CHEMBL2835	4ivd	CHEMBL2206631	216	-44.68	-7.79	0.47
CHEMBL2835	4fk6	CHEMBL2206632	1000	-50.79	-5.84	0.64
CHEMBL2835	4fk6	CHEMBL2206633	1000	-46.33	-5.15	0.61
CHEMBL2835	4fk6	CHEMBL2206634	1000	-46.48	-6.19	0.7
CHEMBL2835	4fk6	CHEMBL2206635	36	-46.18	-3.62	0.2
CHEMBL2835	4ehz	CHEMBL2206636	1000	-40.06	-9.04	0.2
CHEMBL2835	4fk6	CHEMBL2206637	216	-49.53	-5.61	0.17
CHEMBL2835	4fk6	CHEMBL2206638	1000	-48.53	-1.42	0.11
CHEMBL2835	4ehz	CHEMBL2206639	1000	-44.56	-5.46	0.13
CHEMBL2835	3eyg	CHEMBL221959	6	-39.71	-2.42	0.19
CHEMBL2835	4fk6	CHEMBL2322138	6	-31.87	-1.55	0.76
CHEMBL2835	4ivd	CHEMBL2322139	6	-35.92	-2.61	0.49
CHEMBL2835	4ehz	CHEMBL2385096	1000	-59.2	-12.0	0.11
CHEMBL2835	4ivc	CHEMBL2386625	36	-46.4	-3.18	0.31
CHEMBL2835	4ehz	CHEMBL2386626	36	-44.59	-6.6	0.14
CHEMBL2835	4ei4	CHEMBL2386627	36	-45.7	-10.74	0.12
CHEMBL2835	4ivb	CHEMBL2386628	216	-43.93	-5.97	0.2
CHEMBL2835	4ehz	CHEMBL2386629	1000	-70.43	-9.62	0.14
CHEMBL2835	4ehz	CHEMBL2386630	1000	-74.81	-8.12	0.13
CHEMBL2835	4ivc	CHEMBL2386631	2000	-68.95	-4.29	0.63
CHEMBL2835	4ehz	CHEMBL2386632	1000	-66.47	-12.99	0.24
CHEMBL2835	4ehz	CHEMBL2386633	36	-44.97	-10.96	0.13
CHEMBL2835	4ehz	CHEMBL2386634	36	-46.31	-8.17	0.12
CHEMBL2835	4ivc	CHEMBL2386635	36	-55.57	-5.09	0.3
CHEMBL2835	4ivc	CHEMBL2386636	216	-57.39	-5.0	0.26
CHEMBL2835	4fk6	CHEMBL2386637	36	-43.18	-3.83	0.62
CHEMBL2835	4fk6	CHEMBL2386638	216	-46.8	-4.11	0.64
CHEMBL2835	4ehz	CHEMBL2386639	36	-39.18	-13.12	0.11
CHEMBL2835	4ehz	CHEMBL2386640	36	-41.32	-9.08	0.11
CHEMBL2835	4ivb	CHEMBL2386641	36	-39.47	-11.33	0.23
CHEMBL2835	4ivb	CHEMBL2386642	216	-40.29	-14.78	0.37
CHEMBL2835	4ivd	CHEMBL2386643	216	-41.7	-7.8	0.18
CHEMBL2835	4fk6	CHEMBL2386644	216	-49.02	-14.99	0.61
CHEMBL2835	4ehz	CHEMBL2386645	216	-46.12	-15.62	0.12
CHEMBL2835	4ehz	CHEMBL2386646	216	-61.11	-9.98	0.25
CHEMBL2835	4ehz	CHEMBL2386647	1000	-69.35	-10.02	0.8
CHEMBL2835	4ehz	CHEMBL2386648	216	-61.17	-8.04	0.29
CHEMBL2835	4ehz	CHEMBL2386649	216	-56.42	-12.58	0.16
CHEMBL2835	4ivb	CHEMBL2386650	216	-27.52	-12.46	1.94
CHEMBL2835	4ehz	CHEMBL2386651	36	-42.9	-9.28	0.11
CHEMBL2835	4ivb	CHEMBL2386652	36	-40.72	-2.4	0.08
CHEMBL2835	4ivd	CHEMBL2386653	36	-43.73	-2.88	0.13
CHEMBL2835	4i5c	CHEMBL2392480	1000	-63.92	-11.61	0.47
CHEMBL2835	4i5c	CHEMBL2392482	36	-28.42	-9.12	0.58
CHEMBL2835	4i5c	CHEMBL2392483	36	-23.59	-7.42	0.5
CHEMBL2835	4i5c	CHEMBL2392484	1000	-36.36	-13.61	0.4
CHEMBL2835	4i5c	CHEMBL2392485	36	-32.35	-9.2	0.57
CHEMBL2835	4i5c	CHEMBL2392486	36	-30.6	-6.78	0.67
CHEMBL2835	4i5c	CHEMBL2392487	36	-33.86	-12.6	1.11
CHEMBL2835	4i5c	CHEMBL2392489	72	-28.04	-6.78	0.65
CHEMBL2835	4i5c	CHEMBL2392490	36	-28.24	-6.63	1.08
CHEMBL2835	4i5c	CHEMBL2392491	36	-54.74	-5.45	1.01
CHEMBL2835	4i5c	CHEMBL2392493	36	-24.18	-8.5	0.56
CHEMBL2835	4i5c	CHEMBL2392494	6	-41.49	-3.41	0.17
CHEMBL2835	4i5c	CHEMBL2392495	36	-49.01	-4.29	0.12
CHEMBL2835	4i5c	CHEMBL2392496	12	-14.38	-2.59	0.6
CHEMBL2835	4i5c	CHEMBL2392497	12	-24.54	-8.45	0.53
CHEMBL2835	4i5c	CHEMBL2392498	6	-42.82	-6.44	0.48
CHEMBL2835	4i5c	CHEMBL2392499	6	-18.72	-1.79	0.54
CHEMBL2835	4i5c	CHEMBL2392500	6	-47.99	-1.03	0.25
CHEMBL2835	4i5c	CHEMBL2392501	36	-35.53	-6.78	0.57
CHEMBL2835	4k77	CHEMBL2434989	6	-27.79	-0.69	0.21
CHEMBL2835	4k6z	CHEMBL2436939	6	-35.63	-3.19	0.5
CHEMBL2835	4k77	CHEMBL2436940	36	-23.56	-3.42	0.59
CHEMBL2835	4k77	CHEMBL2436941	36	-25.18	-14.01	0.6
CHEMBL2835	4k6z	CHEMBL2436942	216	-49.81	-9.81	0.54
CHEMBL2835	4k6z	CHEMBL2436943	6	-36.9	-3.48	0.51
CHEMBL2835	4k6z	CHEMBL2436944	6	-46.26	-4.19	0.45
CHEMBL2835	4k6z	CHEMBL2436945	6	-40.19	-8.61	0.49
CHEMBL2835	4k77	CHEMBL2436946	6	-25.58	-1.84	0.22
CHEMBL2835	4k77	CHEMBL2436947	6	-29.31	-1.53	0.36
CHEMBL2835	4k77	CHEMBL2436948	6	-26.78	-0.43	0.21
CHEMBL2835	4k77	CHEMBL2436949	6	-27.14	-0.52	0.19
CHEMBL2835	4k77	CHEMBL2436950	6	-26.63	-2.29	0.26
CHEMBL2835	4k77	CHEMBL2436951	6	-28.57	-1.69	0.45
CHEMBL2835	4k77	CHEMBL2436952	36	-29.22	-0.54	0.17
CHEMBL2835	4k77	CHEMBL2436953	216	-34.04	-2.6	0.44
CHEMBL2835	4k77	CHEMBL2436954	6	-28.12	-0.49	0.17
CHEMBL2835	4k77	CHEMBL2436955	6	-31.36	-1.43	0.2
CHEMBL2835	4k77	CHEMBL2436956	36	-24.72	-1.04	0.28
CHEMBL2835	4k77	CHEMBL2436958	12	-33.3	-1.43	0.21
CHEMBL2835	4k77	CHEMBL2436961	6	-27.18	-1.16	0.17
CHEMBL2835	4k77	CHEMBL2436962	36	-39.54	-6.59	0.18
CHEMBL2835	4k77	CHEMBL2436963	36	-31.42	-4.32	0.22
CHEMBL2835	4k77	CHEMBL2436964	216	-32.16	-9.85	0.28
CHEMBL2835	4k6z	CHEMBL2436965	6	-35.57	-2.81	0.5
CHEMBL2835	4k6z	CHEMBL2436966	6	-37.48	-8.37	0.31
CHEMBL2835	4k6z	CHEMBL2436967	6	-36.0	-4.65	0.46
CHEMBL2835	4k6z	CHEMBL2436968	6	-30.26	-8.43	0.66
CHEMBL2835	4k77	CHEMBL2436969	6	-33.29	-1.24	0.18
CHEMBL2835	6aah	CHEMBL3137308	6	-28.63	-7.59	1.28
CHEMBL2835	4ehz	CHEMBL3593428	6	-26.34	-1.07	0.12
CHEMBL2835	4e4n	CHEMBL3593429	6	-23.43	-1.31	0.11
CHEMBL2835	4e4n	CHEMBL3593579	6	-23.85	-2.71	0.15
CHEMBL2835	4ei4	CHEMBL3593580	6	-24.63	-2.99	0.5
CHEMBL2835	4e4n	CHEMBL3593581	6	-26.32	-0.95	0.11
CHEMBL2835	4e4n	CHEMBL3593582	6	-23.74	-1.56	0.16
CHEMBL2835	4ei4	CHEMBL3593583	6	-19.13	-5.89	0.43
CHEMBL2835	4e4n	CHEMBL3593584	36	-20.98	-7.86	0.16
CHEMBL2835	4ehz	CHEMBL3593585	6	-25.43	-1.44	0.11
CHEMBL2835	4ehz	CHEMBL3593587	36	-36.55	-2.0	0.86
CHEMBL2835	4e4l	CHEMBL3593588	6	-34.44	-14.33	1.24
CHEMBL2835	6aah	CHEMBL3593761	6	-19.57	-7.16	0.31
CHEMBL2835	6aah	CHEMBL3593762	6	-30.19	-5.8	0.29
CHEMBL2835	6aah	CHEMBL3593765	216	-52.13	-6.12	0.29
CHEMBL2835	6aah	CHEMBL3593768	36	-42.33	-13.89	0.31
CHEMBL2835	6aah	CHEMBL3593770	36	-21.57	-10.59	0.39
CHEMBL2835	6aah	CHEMBL3593771	36	-35.1	-8.37	0.26
CHEMBL2835	6aah	CHEMBL3593773	216	-21.06	-10.06	0.21
CHEMBL2835	6aah	CHEMBL3593774	216	-40.28	-8.05	0.29
CHEMBL2835	6aah	CHEMBL3593775	36	-38.15	-7.75	0.24
CHEMBL2835	6aah	CHEMBL3593776	36	-21.72	-6.62	0.2
CHEMBL2835	6aah	CHEMBL3593779	36	-32.45	-11.16	0.17
CHEMBL2835	6bbu	CHEMBL3639511	1000	-31.48	-9.48	0.52
CHEMBL2835	5wo4	CHEMBL3639983	36	-34.69	-1.98	0.18
CHEMBL2835	5wo4	CHEMBL3640018	36	-46.25	-3.01	0.24
CHEMBL2835	5wo4	CHEMBL3647721	36	-40.07	-18.95	0.22
CHEMBL2835	5wo4	CHEMBL3647723	36	-40.83	-6.74	0.26
CHEMBL2835	5wo4	CHEMBL3647778	216	-68.48	-8.56	0.23
CHEMBL2835	5wo4	CHEMBL3647779	216	-60.96	-1.94	0.26
CHEMBL2835	5wo4	CHEMBL3647780	216	-66.62	-9.96	0.23
CHEMBL2835	5wo4	CHEMBL3647781	1000	-66.61	-13.96	0.28
CHEMBL2835	5wo4	CHEMBL3647782	1000	-67.17	-11.16	0.26
CHEMBL2835	5wo4	CHEMBL3647783	1000	-77.25	-15.9	0.25
CHEMBL2835	5wo4	CHEMBL3647784	216	-43.66	-10.37	0.23
CHEMBL2835	5wo4	CHEMBL3647785	216	-46.69	-17.19	0.21
CHEMBL2835	5wo4	CHEMBL3647790	1000	-55.94	-14.74	0.21
CHEMBL2835	5wo4	CHEMBL3647791	216	-64.92	-18.04	0.29
CHEMBL2835	5wo4	CHEMBL3647792	1000	-52.07	-7.85	0.24
CHEMBL2835	5wo4	CHEMBL3647793	216	-62.34	-9.22	0.22
CHEMBL2835	5wo4	CHEMBL3647794	1000	-62.41	-15.37	0.24
CHEMBL2835	5wo4	CHEMBL3647795	1000	-69.74	-19.89	0.23
CHEMBL2835	5wo4	CHEMBL3647796	1000	-76.23	-15.2	0.21
CHEMBL2835	5wo4	CHEMBL3647797	216	-57.76	-9.07	0.24
CHEMBL2835	5wo4	CHEMBL3647798	216	-53.42	-7.9	0.22
CHEMBL2835	5wo4	CHEMBL3647799	216	-63.64	-10.82	0.22
CHEMBL2835	5wo4	CHEMBL3647800	216	-56.72	-12.53	0.24
CHEMBL2835	5wo4	CHEMBL3647801	1000	-56.33	-15.86	0.24
CHEMBL2835	5wo4	CHEMBL3647802	1000	-43.12	-17.66	0.26
CHEMBL2835	5wo4	CHEMBL3647805	216	-60.91	-9.94	0.26
CHEMBL2835	5wo4	CHEMBL3647807	1000	-51.72	-18.01	0.25
CHEMBL2835	5wo4	CHEMBL3647808	216	-56.37	-17.68	0.23
CHEMBL2835	5wo4	CHEMBL3647809	1000	-68.28	-12.35	0.21
CHEMBL2835	5wo4	CHEMBL3647810	1000	-74.86	-13.36	0.2
CHEMBL2835	5wo4	CHEMBL3647811	1000	-66.28	-11.15	0.22
CHEMBL2835	5wo4	CHEMBL3647812	1000	-65.7	-11.96	0.22
CHEMBL2835	5wo4	CHEMBL3647813	6	-35.4	-9.9	0.39
CHEMBL2835	5wo4	CHEMBL3647836	36	-35.8	-5.91	0.22
CHEMBL2835	5wo4	CHEMBL3647837	6	-34.59	-2.56	0.33
CHEMBL2835	5wo4	CHEMBL3647840	6	-39.03	-5.83	0.22
CHEMBL2835	5wo4	CHEMBL3647842	36	-27.4	-2.91	0.2
CHEMBL2835	5wo4	CHEMBL3647843	6	-32.64	-2.36	0.25
CHEMBL2835	5wo4	CHEMBL3647844	36	-37.71	-8.11	0.21
CHEMBL2835	5wo4	CHEMBL3647846	36	-32.54	-2.08	0.27
CHEMBL2835	5wo4	CHEMBL3647847	6	-27.84	-3.16	0.26
CHEMBL2835	5wo4	CHEMBL3647848	36	-31.54	-5.57	0.13
CHEMBL2835	5wo4	CHEMBL3647849	6	-22.79	-11.56	0.29
CHEMBL2835	5wo4	CHEMBL3647850	6	-27.32	-5.36	0.28
CHEMBL2835	5wo4	CHEMBL3647851	6	-36.94	-5.54	0.13
CHEMBL2835	5wo4	CHEMBL3647852	6	-26.78	-4.69	0.22
CHEMBL2835	5wo4	CHEMBL3647853	216	-34.91	-6.1	0.16
CHEMBL2835	5wo4	CHEMBL3647856	36	-18.69	-6.72	0.21
CHEMBL2835	5wo4	CHEMBL3647857	36	-35.5	-7.37	0.14
CHEMBL2835	5wo4	CHEMBL3647860	36	-35.19	-6.14	0.1
CHEMBL2835	5wo4	CHEMBL3647862	36	-33.12	-5.98	0.15
CHEMBL2835	5wo4	CHEMBL3647863	36	-25.13	-6.13	0.22
CHEMBL2835	5wo4	CHEMBL3647864	6	-17.02	-15.11	0.53
CHEMBL2835	5wo4	CHEMBL3647865	216	-25.51	-9.15	0.3
CHEMBL2835	5wo4	CHEMBL3647866	216	-37.63	-4.48	0.22
CHEMBL2835	5wo4	CHEMBL3647867	216	-36.96	-5.97	0.25
CHEMBL2835	5wo4	CHEMBL3647868	216	-35.35	-2.23	0.23
CHEMBL2835	5wo4	CHEMBL3647869	216	-33.54	-2.18	0.25
CHEMBL2835	5wo4	CHEMBL3647870	216	-30.73	-7.48	0.25
CHEMBL2835	5wo4	CHEMBL3647871	36	-39.05	-5.22	0.23
CHEMBL2835	5wo4	CHEMBL3647872	216	-42.55	-14.3	0.22
CHEMBL2835	5wo4	CHEMBL3647873	216	-37.28	-3.39	0.25
CHEMBL2835	5wo4	CHEMBL3647874	36	-34.79	-3.59	0.26
CHEMBL2835	5wo4	CHEMBL3647876	216	-27.54	-2.27	0.21
CHEMBL2835	5wo4	CHEMBL3647877	36	-29.69	-3.48	0.22
CHEMBL2835	5wo4	CHEMBL3647878	1000	-35.61	-9.32	0.23
CHEMBL2835	5wo4	CHEMBL3647879	36	-32.91	-3.92	0.23
CHEMBL2835	5wo4	CHEMBL3647880	216	-42.14	-11.94	0.23
CHEMBL2835	5wo4	CHEMBL3647882	216	-29.42	-4.68	0.27
CHEMBL2835	5wo4	CHEMBL3647883	216	-53.43	-10.08	0.19
CHEMBL2835	5wo4	CHEMBL3647884	216	-43.03	-9.99	0.24
CHEMBL2835	5wo4	CHEMBL3647885	216	-35.53	-7.46	0.23
CHEMBL2835	5wo4	CHEMBL3647886	216	-47.1	-5.79	0.26
CHEMBL2835	5wo4	CHEMBL3647888	36	-33.69	-3.19	0.22
CHEMBL2835	5wo4	CHEMBL3647890	36	-27.71	-4.58	0.28
CHEMBL2835	5wo4	CHEMBL3647891	216	-41.29	-5.89	0.25
CHEMBL2835	5wo4	CHEMBL3647892	216	-45.64	-8.9	0.23
CHEMBL2835	5wo4	CHEMBL3647893	216	-32.47	-14.12	0.21
CHEMBL2835	5wo4	CHEMBL3647894	1000	-29.19	-8.62	0.24
CHEMBL2835	5wo4	CHEMBL3647895	216	-46.62	-19.84	0.35
CHEMBL2835	5wo4	CHEMBL3647896	216	-40.95	-6.84	0.23
CHEMBL2835	5wo4	CHEMBL3647900	36	-35.4	-7.43	0.22
CHEMBL2835	5wo4	CHEMBL3647901	36	-29.96	-6.06	0.23
CHEMBL2835	5wo4	CHEMBL3647902	1000	-35.76	-8.24	0.24
CHEMBL2835	5wo4	CHEMBL3647903	36	-39.72	-14.14	0.21
CHEMBL2835	5wo4	CHEMBL3647904	1000	-30.96	-15.93	0.22
CHEMBL2835	5wo4	CHEMBL3647905	36	-38.54	-2.71	0.23
CHEMBL2835	5wo4	CHEMBL3647906	36	-35.05	-2.29	0.25
CHEMBL2835	5wo4	CHEMBL3647907	36	-35.42	-7.73	0.31
CHEMBL2835	5wo4	CHEMBL3647908	36	-21.7	-8.96	0.24
CHEMBL2835	5wo4	CHEMBL3647909	36	-33.57	-2.19	0.25
CHEMBL2835	5wo4	CHEMBL3647910	36	-33.29	-17.9	0.23
CHEMBL2835	5wo4	CHEMBL3647913	216	-38.97	-8.58	0.25
CHEMBL2835	5wo4	CHEMBL3647914	216	-41.23	-9.34	0.27
CHEMBL2835	5wo4	CHEMBL3647915	216	-37.06	-8.63	0.21
CHEMBL2835	5wo4	CHEMBL3647916	216	-33.72	-9.06	0.26
CHEMBL2835	5wo4	CHEMBL3647917	216	-34.24	-2.5	0.23
CHEMBL2835	5wo4	CHEMBL3647924	36	-30.65	-3.76	0.16
CHEMBL2835	5wo4	CHEMBL3647927	6	-25.0	-1.53	0.17
CHEMBL2835	5wo4	CHEMBL3647930	6	-16.94	-13.73	0.23
CHEMBL2835	5wo4	CHEMBL3647931	36	-24.04	-6.36	0.26
CHEMBL2835	5wo4	CHEMBL3647932	36	-26.13	-6.72	0.1
CHEMBL2835	5wo4	CHEMBL3647933	6	-33.89	-4.03	0.21
CHEMBL2835	5wo4	CHEMBL3650673	6	-31.54	-0.74	0.15
CHEMBL2835	5wo4	CHEMBL3650677	216	-39.72	-10.19	0.21
CHEMBL2835	5wo4	CHEMBL3650678	36	-36.32	-2.77	0.29
CHEMBL2835	5wo4	CHEMBL3650679	36	-30.26	-2.99	0.25
CHEMBL2835	5wo4	CHEMBL3650683	36	-31.56	-3.85	0.3
CHEMBL2835	5wo4	CHEMBL3650684	36	-30.5	-3.81	0.16
CHEMBL2835	5khx	CHEMBL3652284	1000	-80.14	-10.26	0.22
CHEMBL2835	6bbu	CHEMBL3652305	1000	-28.47	-14.92	0.53
CHEMBL2835	6bbu	CHEMBL3652308	1000	-26.82	-9.61	0.53
CHEMBL2835	6bbu	CHEMBL3652314	1000	-24.28	-10.53	0.6
CHEMBL2835	6bbu	CHEMBL3652315	1000	-57.48	-7.94	0.18
CHEMBL2835	6bbu	CHEMBL3652323	1000	-48.3	-4.42	0.17
CHEMBL2835	6bbu	CHEMBL3652327	1000	-29.2	-10.07	0.64
CHEMBL2835	6bbu	CHEMBL3652332	1000	-47.25	-4.32	0.17
CHEMBL2835	6bbu	CHEMBL3652357	1000	-44.4	-3.4	0.17
CHEMBL2835	5khx	CHEMBL3652380	1000	-34.86	-5.71	0.21
CHEMBL2835	6bbu	CHEMBL3652382	1000	-36.91	-14.43	0.58
CHEMBL2835	6bbu	CHEMBL3652385	1000	-30.9	-13.45	0.53
CHEMBL2835	6bbu	CHEMBL3652395	1000	-45.77	-10.32	0.16
CHEMBL2835	6bbu	CHEMBL3655080	6	-32.81	-4.15	1.06
CHEMBL2835	6bbu	CHEMBL3655081	6	-43.75	-1.58	0.7
CHEMBL2835	6bbu	CHEMBL3655082	12	-47.56	-2.44	0.83
CHEMBL2835	6bbu	CHEMBL3655083	36	-47.26	-4.61	1.07
CHEMBL2835	5khx	CHEMBL3655084	36	-38.16	-8.65	0.31
CHEMBL2835	6bbu	CHEMBL3655085	6	-60.91	-3.41	1.15
CHEMBL2835	6bbu	CHEMBL3655086	6	-37.01	-4.33	1.06
CHEMBL2835	6bbu	CHEMBL3655087	36	-54.69	-5.59	1.11
CHEMBL2835	6bbu	CHEMBL3655088	36	-46.33	-5.05	1.08
CHEMBL2835	6bbu	CHEMBL3655091	6	-47.29	-2.82	0.37
CHEMBL2835	6bbu	CHEMBL3655092	1000	-39.5	-0.63	0.17
CHEMBL2835	5khx	CHEMBL3655093	36	-29.36	-9.41	0.31
CHEMBL2835	5khx	CHEMBL3655094	6	-26.65	-9.62	0.36
CHEMBL2835	6bbu	CHEMBL3655095	6	-30.62	-4.15	1.07
CHEMBL2835	6bbu	CHEMBL3655096	36	-68.94	-5.52	1.05
CHEMBL2835	6bbu	CHEMBL3655097	216	-41.71	-13.63	0.76
CHEMBL2835	6bbu	CHEMBL3655098	6	-48.75	-13.04	0.67
CHEMBL2835	6bbu	CHEMBL3655099	6	-47.48	-12.01	0.71
CHEMBL2835	6bbu	CHEMBL3655101	6	-27.94	-12.89	0.63
CHEMBL2835	6bbu	CHEMBL3655102	6	-47.31	-12.46	0.74
CHEMBL2835	6bbu	CHEMBL3655104	216	-59.59	-3.14	0.74
CHEMBL2835	5khx	CHEMBL3658853	6	-8.28	-8.89	0.58
CHEMBL2835	5khx	CHEMBL3658855	6	-33.32	-3.34	0.47
CHEMBL2835	6bbu	CHEMBL3658856	216	-44.27	-13.77	0.53
CHEMBL2835	6bbu	CHEMBL3658858	216	-54.89	-3.15	0.8
CHEMBL2835	6bbu	CHEMBL3658859	216	-53.63	-2.32	0.8
CHEMBL2835	6bbu	CHEMBL3658860	1000	-50.14	-4.66	0.8
CHEMBL2835	6bbu	CHEMBL3658861	1000	-47.17	-3.27	0.82
CHEMBL2835	6bbu	CHEMBL3658862	1000	-49.29	-2.47	0.8
CHEMBL2835	5wo4	CHEMBL3699459	6	-30.88	-0.91	0.15
CHEMBL2835	5wo4	CHEMBL3699460	6	-26.61	-1.13	0.13
CHEMBL2835	5wo4	CHEMBL3699461	36	-35.64	-2.95	0.32
CHEMBL2835	5wo4	CHEMBL3699462	36	-31.06	-3.68	0.4
CHEMBL2835	5wo4	CHEMBL3699464	6	-29.69	-1.65	0.16
CHEMBL2835	5wo4	CHEMBL3699466	36	-32.63	-3.98	0.2
CHEMBL2835	5wo4	CHEMBL3699467	6	-30.46	-3.32	0.13
CHEMBL2835	5wo4	CHEMBL3699468	6	-29.05	-5.82	0.19
CHEMBL2835	5wo4	CHEMBL3699469	6	-31.46	-3.1	0.16
CHEMBL2835	5wo4	CHEMBL3699470	6	-28.66	-2.35	0.25
CHEMBL2835	5wo4	CHEMBL3699471	6	-36.91	-1.08	0.15
CHEMBL2835	5wo4	CHEMBL3699472	6	-24.99	-2.32	0.29
CHEMBL2835	5wo4	CHEMBL3699473	6	-17.44	-9.21	0.17
CHEMBL2835	5wo4	CHEMBL3699474	6	-15.37	-8.48	0.19
CHEMBL2835	5wo4	CHEMBL3699475	6	-29.22	-1.4	0.15
CHEMBL2835	5wo4	CHEMBL3699476	36	-30.27	-3.1	0.25
CHEMBL2835	5wo4	CHEMBL3699477	36	-30.41	-5.26	0.22
CHEMBL2835	5wo4	CHEMBL3699479	6	-32.64	-1.24	0.22
CHEMBL2835	5wo4	CHEMBL3699480	6	-30.5	-1.57	0.24
CHEMBL2835	5wo4	CHEMBL3699486	36	-28.67	-12.06	0.26
CHEMBL2835	5wo4	CHEMBL3699487	36	-32.22	-3.39	0.23
CHEMBL2835	5wo4	CHEMBL3699488	36	-31.63	-5.94	0.2
CHEMBL2835	5wo4	CHEMBL3699489	36	-48.48	-2.37	0.21
CHEMBL2835	5wo4	CHEMBL3699490	216	-57.85	-3.51	0.21
CHEMBL2835	5wo4	CHEMBL3699491	6	-23.57	-11.78	0.13
CHEMBL2835	5wo4	CHEMBL3699494	6	-19.65	-9.24	0.31
CHEMBL2835	5wo4	CHEMBL3699498	36	-23.96	-8.84	0.25
CHEMBL2835	5wo4	CHEMBL3699499	36	-33.28	-8.26	0.13
CHEMBL2835	5wo4	CHEMBL3699500	216	-33.28	-3.93	0.22
CHEMBL2835	5wo4	CHEMBL3699506	6	-30.09	-3.35	0.18
CHEMBL2835	5wo4	CHEMBL3699514	36	-29.24	-3.21	0.11
CHEMBL2835	5wo4	CHEMBL3699515	36	-29.43	-2.42	0.18
CHEMBL2835	5wo4	CHEMBL3699516	6	-26.38	-1.65	0.2
CHEMBL2835	5wo4	CHEMBL3699517	6	-25.55	-1.32	0.12
CHEMBL2835	5wo4	CHEMBL3699519	6	-19.65	-2.23	0.33
CHEMBL2835	5wo4	CHEMBL3699526	36	-27.09	-3.68	0.15
CHEMBL2835	5wo4	CHEMBL3699527	6	-29.62	-3.48	0.19
CHEMBL2835	5wo4	CHEMBL3699528	36	-31.92	-7.63	0.21
CHEMBL2835	5wo4	CHEMBL3699541	6	-34.23	-1.39	0.22
CHEMBL2835	5wo4	CHEMBL3699546	36	-17.55	-4.61	0.3
CHEMBL2835	5wo4	CHEMBL3699550	6	-9.81	-12.86	0.53
CHEMBL2835	5wo4	CHEMBL3699552	6	-24.51	-3.62	0.46
CHEMBL2835	5wo4	CHEMBL3699553	6	-33.62	-1.28	0.28
CHEMBL2835	5wo4	CHEMBL3699556	6	-24.77	-3.46	0.43
CHEMBL2835	5wo4	CHEMBL3699559	6	-8.98	-12.89	0.47
CHEMBL2835	5wo4	CHEMBL3702921	6	-30.85	-0.91	0.22
CHEMBL2835	5wo4	CHEMBL3702924	216	-31.52	-2.23	0.25
CHEMBL2835	5wo4	CHEMBL3702925	6	-32.66	-0.84	0.21
CHEMBL2835	5wo4	CHEMBL3702926	6	-32.09	-1.18	0.17
CHEMBL2835	5wo4	CHEMBL3702927	36	-26.93	-3.25	0.14
CHEMBL2835	5wo4	CHEMBL3702928	6	-26.93	-9.19	0.28
CHEMBL2835	5wo4	CHEMBL3702929	6	-31.21	-3.85	0.21
CHEMBL2835	5wo4	CHEMBL3702934	6	-21.92	-5.14	0.21
CHEMBL2835	5wo4	CHEMBL3702940	6	-34.67	-2.0	0.3
CHEMBL2835	5wo4	CHEMBL3702941	6	-31.25	-4.03	0.15
CHEMBL2835	5wo4	CHEMBL3702942	6	-28.84	-1.89	0.2
CHEMBL2835	5wo4	CHEMBL3702943	6	-33.18	-2.61	0.55
CHEMBL2835	5wo4	CHEMBL3702945	216	-28.07	-9.53	0.3
CHEMBL2835	5wo4	CHEMBL3702947	216	-32.84	-4.22	0.18
CHEMBL2835	5wo4	CHEMBL3702948	36	-31.17	-4.01	0.11
CHEMBL2835	5wo4	CHEMBL3702949	36	-27.22	-9.63	0.25
CHEMBL2835	5wo4	CHEMBL3702950	36	-30.07	-4.63	0.13
CHEMBL2835	5wo4	CHEMBL3702951	36	-32.61	-5.46	0.12
CHEMBL2835	5wo4	CHEMBL3702954	36	-31.63	-9.22	0.25
CHEMBL2835	5wo4	CHEMBL3702955	6	-33.15	-4.29	0.21
CHEMBL2835	5wo4	CHEMBL3702956	216	-34.3	-2.48	0.26
CHEMBL2835	5wo4	CHEMBL3702957	36	-34.95	-4.84	0.27
CHEMBL2835	5wo4	CHEMBL3702958	6	-33.12	-1.26	0.16
CHEMBL2835	5wo4	CHEMBL3702963	1000	-33.94	-5.45	0.13
CHEMBL2835	5wo4	CHEMBL3702964	1000	-24.32	-8.72	0.27
CHEMBL2835	5wo4	CHEMBL3702965	1000	-29.39	-9.11	0.2
