pdb_id	-logAffi
1xom	7.96
3sni	7.96
5xv7	7.96
4yt6	7.96
2j6m	7.96
3iok	7.96
5ajx	7.96
5n84	7.96
3iww	7.96
4r59	7.96
3pp0	7.96
2oc9	7.96
2e2b	7.96
4uxb	7.96
3nnx	7.96
6h3k	7.96
4bcj	7.96
5ap5	7.97
3amv	7.97
5n1s	7.99
4qmt	8.0
3gvu	8.0
1rmz	8.0
4u45	8.0
1yhs	8.0
4ht0	8.0
1b5g	8.0
4hcu	8.0
3b92	8.0
5t4f	8.0
5ceh	8.0
1sm2	8.0
5bml	8.0
3qd3	8.0
4yff	8.0
1ym2	8.0
5eqy	8.0
5hx6	8.0
2wev	8.0
2xbw	8.0
4zx0	8.0
4ykn	8.0
4knm	8.0
5w85	8.0
1yw8	8.0
1bzs	8.0
3oy0	8.0
4d08	8.0
2w1c	8.0
1ayv	8.0
3gzn	8.0
2ama	8.0
5czb	8.0
4ufu	8.0
4zjj	8.0
1o46	8.0
5lj0	8.0
3dej	8.0
3hs4	8.0
3s7m	8.0
1b57	8.0
1qin	8.0
5hex	8.0
1fkg	8.0
3l0e	8.0
4ap0	8.0
3l8x	8.0
5ml5	8.0
3rey	8.0
2p4i	8.0
1z3j	8.0
5w0q	8.0
4xg6	8.01
1v7a	8.01
1m5b	8.01
4muw	8.01
5v5n	8.02
4yes	8.02
3n4c	8.02
4uye	8.02
1z6j	8.03
4x5y	8.03
3vzv	8.04
4gtm	8.04
5uhi	8.04
1rhj	8.04
4q1f	8.04
5fxs	8.05
2i0h	8.05
4q19	8.05
6esn	8.05
5xvg	8.05
4byi	8.05
5oci	8.05
2jjk	8.05
2xm9	8.05
4aa4	8.05
3ot8	8.05
4oth	8.05
5k5n	8.05
1x7r	8.05
3emg	8.05
4bcc	8.05
5iha	8.05
3cd8	8.05
1qj1	8.05
1lqd	8.05
3oys	8.05
5ece	8.05
4a4o	8.05
2y80	8.05
4x7l	8.05
4ogv	8.05
1ke7	8.05
3nnw	8.05
2xc4	8.05
2xcg	8.05
5cxa	8.05
1o42	8.05
2no3	8.05
3txo	8.05
4y8d	8.05
6evr	8.06
2qu5	8.06
1zgb	8.06
3ant	8.07
2jbo	8.07
3v8w	8.07
3jwr	8.07
1jtq	8.07
3r2y	8.07
3vbd	8.07
2jbp	8.07
4edz	8.08
3fmz	8.08
4wxi	8.08
5two	8.09
6b59	8.09
4kzc	8.09
1lhf	8.09
3tu7	8.09
4loy	8.09
3ion	8.1
1zxc	8.1
6gwr	8.1
4e90	8.1
4wnp	8.1
4d0x	8.1
2a5u	8.1
4bid	8.1
5lck	8.1
5i3x	8.1
6ma5	8.1
2iog	8.1
4i1c	8.1
2qp8	8.1
4ryg	8.1
4wf2	8.1
4eqc	8.1
3skg	8.1
3at4	8.1
5ug9	8.1
5ax9	8.1
5ar8	8.1
4wke	8.1
4hai	8.1
3vw7	8.1
4p10	8.1
2e9u	8.1
1stc	8.1
2qzl	8.1
3l8v	8.1
2vvu	8.1
5ei8	8.1
5w4w	8.1
4rwl	8.1
1p4r	8.1
4jq8	8.1
5w5o	8.1
1uk0	8.1
4frk	8.1
4zyi	8.1
5xyz	8.1
1xud	8.1
3qai	8.1
2b52	8.1
1rhr	8.1
4oq3	8.1
4pms	8.1
1err	8.11
5lhi	8.11
3vry	8.11
4puz	8.11
4aze	8.11
3vye	8.11
6h38	8.11
4v01	8.11
4z1j	8.11
3upx	8.12
4li8	8.12
2k2g	8.12
6d1l	8.12
2yi0	8.12
3dng	8.13
4pop	8.13
4qfr	8.13
4jt9	8.14
5jk3	8.14
3b4f	8.14
5kup	8.14
3bea	8.15
4uwf	8.15
4lxb	8.15
4bcf	8.15
4ona	8.15
5k00	8.15
2ayp	8.15
1pfy	8.15
1pmn	8.15
5u7k	8.15
6fyl	8.15
1fkh	8.15
3nww	8.15
4jr5	8.15
4ycl	8.15
5hmh	8.15
4ufg	8.15
3faa	8.15
3rtp	8.15
1u9x	8.15
4ufy	8.15
4mbi	8.15
4alv	8.15
3v5l	8.15
3byo	8.15
3kb7	8.15
1tt1	8.15
4erw	8.15
4e4x	8.15
5h2u	8.15
4zyx	8.15
2q1q	8.15
4ufe	8.15
5tkd	8.15
4ly9	8.15
4dbn	8.15
5vo1	8.15
2ydk	8.15
3g0b	8.15
4kip	8.15
4bcg	8.15
2ywp	8.15
3i1y	8.15
4qt1	8.15
3h0e	8.15
3d8w	8.15
3w2s	8.16
4zud	8.16
4z0q	8.17
3hac	8.17
4q1e	8.17
3zim	8.17
4ayy	8.17
3kwf	8.17
5lhh	8.17
2g63	8.17
4q09	8.17
4mxc	8.17
3wzj	8.18
4kbk	8.18
3ixk	8.18
1dwd	8.18
4anb	8.18
3l3n	8.18
4qlq	8.18
2iiv	8.18
3blr	8.19
5tco	8.19
5fl5	8.19
1w6j	8.19
3c5u	8.19
5yc8	8.19
2yj8	8.19
3roc	8.19
1oky	8.19
5n1z	8.19
5aa9	8.19
3cjf	8.2
1owd	8.2
1ek2	8.2
6d1m	8.2
5uor	8.2
4jr0	8.2
3qd4	8.2
4bhn	8.2
5zo9	8.2
5zo8	8.2
4gg7	8.2
4hyu	8.21
4ixh	8.21
4hiq	8.21
3vhe	8.21
1o0d	8.21
2e9n	8.21
5c4o	8.21
6d6u	8.21
6d6t	8.21
5uvc	8.21
4bs5	8.22
4xcu	8.22
4c4h	8.22
5qcn	8.22
5kya	8.22
1ets	8.22
3l3m	8.22
3h0y	8.22
4u0i	8.22
4kba	8.22
5csx	8.22
2v16	8.22
4bci	8.22
4a7c	8.22
4x7n	8.22
3pz4	8.22
4otf	8.22
4kju	8.22
5fck	8.22
1w11	8.22
2cji	8.22
4h3g	8.22
1pl0	8.22
1h1d	8.22
5nb7	8.22
5j6d	8.22
4deg	8.22
3q77	8.22
3zbx	8.22
3i28	8.22
4lko	8.22
2vvv	8.22
4ptg	8.23
3f16	8.23
2w1f	8.23
3g4l	8.24
6b5q	8.24
2gde	8.24
1u9e	8.24
3hll	8.24
1nmk	8.24
4x6m	8.24
1eve	8.24
1ke6	8.24
5jog	8.24
6f6r	8.25
1c1u	8.25
2pbw	8.25
1g4o	8.25
3vjl	8.25
4di2	8.26
5ap0	8.26
3cen	8.26
2chm	8.26
4djy	8.27
3tdc	8.27
5nhj	8.27
4xv2	8.27
6anl	8.27
3l17	8.28
4mha	8.28
3tt4	8.28
3o95	8.28
5gnk	8.28
4oc3	8.28
4j3d	8.28
4pov	8.28
5uey	8.29
3cid	8.3
5he7	8.3
3gn7	8.3
5x26	8.3
5am3	8.3
4o0b	8.3
5khm	8.3
4ohk	8.3
5tiu	8.3
4nus	8.3
6b8j	8.3
4xhk	8.3
3jy0	8.3
4i6h	8.3
3g0g	8.3
6b4w	8.3
5tqf	8.3
4dus	8.3
3ly2	8.3
6cn6	8.3
4jzd	8.3
2rfn	8.3
4jps	8.3
3g0d	8.3
2iqg	8.3
2ydj	8.3
1sve	8.3
5jfr	8.3
3bjm	8.3
3fqe	8.3
2nv7	8.3
1tom	8.3
2rku	8.3
5j8z	8.3
3oct	8.3
1uv5	8.3
6en4	8.3
2rd6	8.3
4n1u	8.3
5kpk	8.3
1hv5	8.3
3hku	8.3
3skf	8.3
1rww	8.3
1u3r	8.3
6bfd	8.3
4ynk	8.3
4zy6	8.3
6cmj	8.3
6f23	8.3
3bc5	8.3
4ztr	8.3
2qmd	8.3
4ejn	8.3
3ocb	8.3
3fyj	8.3
5yea	8.3
4rx7	8.3
5dyw	8.31
5tnt	8.31
4ddl	8.31
4csj	8.31
6das	8.31
4acd	8.31
4gih	8.32
5c2a	8.32
3tv6	8.32
6enm	8.32
6aam	8.32
3qak	8.32
5czm	8.32
2qtb	8.32
4bbg	8.32
4kin	8.32
2yi7	8.32
2dq7	8.32
4z16	8.32
1u9q	8.33
3sw2	8.33
4htx	8.33
4z1k	8.33
2wj2	8.33
5ime	8.34
4yhf	8.34
1bzy	8.34
3f82	8.34
3npc	8.34
5uit	8.34
5amn	8.35
2uwd	8.35
1bb0	8.36
4lts	8.36
3r7o	8.36
3kek	8.36
4v24	8.37
3tcp	8.37
5m6u	8.37
2fjp	8.37
1k21	8.38
3qkd	8.38
4ere	8.38
1mu6	8.38
1x7b	8.39
3dpk	8.39
6g9j	8.39
4p1r	8.39
4qyg	8.39
4uyn	8.4
2j95	8.4
1w4l	8.4
1nd5	8.4
5x28	8.4
5hd0	8.4
4uro	8.4
4px6	8.4
3k9x	8.4
3coh	8.4
3d0e	8.4
1k22	8.4
5d9k	8.4
3gz9	8.4
1s64	8.4
3zxz	8.4
1q3w	8.4
2oqv	8.4
5ufi	8.4
3frg	8.4
5ccm	8.4
5g57	8.4
3vap	8.4
2oic	8.4
2y82	8.4
4l52	8.4
3ook	8.4
6g9h	8.4
3ttz	8.4
2uwl	8.4
5csw	8.4
5dxu	8.4
3efw	8.4
3nrm	8.4
4cnh	8.4
4aoi	8.4
2vsl	8.4
4z3v	8.4
5hg7	8.4
3sww	8.4
6gue	8.4
3r2b	8.4
5jrs	8.4
6f3d	8.4
4nh7	8.4
3kwz	8.4
2baj	8.4
4mqu	8.4
5ody	8.4
1fd0	8.4
4ngt	8.41
2am9	8.41
4agd	8.41
3mvm	8.41
4hbp	8.42
4ezj	8.42
5icp	8.42
5c4s	8.42
2g5p	8.42
5dey	8.43
1jje	8.43
2c8w	8.43
5exl	8.43
5n0e	8.44
6b31	8.44
5v8q	8.44
4zae	8.44
3w1f	8.44
1bmn	8.44
4bbe	8.44
2oh4	8.46
5a09	8.46
3kl6	8.46
4lge	8.46
4u01	8.46
1u9w	8.46
1u3q	8.46
2qo8	8.47
2oag	8.47
1qkn	8.47
3zln	8.47
6b41	8.48
3n3j	8.48
5ap2	8.48
5jh6	8.48
3wqh	8.48
5svk	8.48
4jpa	8.48
4m2r	8.49
2oqi	8.49
2ihq	8.49
4ehe	8.49
5tr6	8.49
4a22	8.49
5tkt	8.49
3qd0	8.5
3d3p	8.5
5ij7	8.51
3uol	8.51
1g05	8.51
4nk9	8.51
2vh0	8.51
6b1o	8.51
2vvc	8.52
2gbi	8.52
3ocg	8.52
5wlv	8.52
4c4j	8.52
3tct	8.52
1hbj	8.52
1d7x	8.52
3sfc	8.52
4wcu	8.52
4gv1	8.52
4yne	8.52
5j79	8.52
5vlr	8.52
3zxh	8.52
4qmn	8.52
5izq	8.52
1fcy	8.52
2qmf	8.52
6ccy	8.52
4yzc	8.52
3ns9	8.52
5bqh	8.52
5vi6	8.52
3m2w	8.52
2w1g	8.52
3psd	8.52
1ta2	8.52
3pa4	8.52
4gjd	8.52
4rpv	8.52
4nh8	8.52
2v11	8.52
5jyo	8.52
5mpk	8.52
5anw	8.52
5hg8	8.52
1i5r	8.52
3u4u	8.52
1o44	8.52
3psb	8.52
1nfx	8.52
2bqw	8.52
3t3v	8.52
5bue	8.52
1r78	8.52
4jnm	8.52
5eyk	8.52
2xa4	8.52
6g9n	8.52
5eyc	8.52
4rx5	8.52
4j52	8.52
6fyk	8.52
2ow3	8.52
4h3i	8.52
2hfp	8.52
6c1s	8.52
5i4v	8.52
3ml5	8.52
4izy	8.52
4hyi	8.52
5am1	8.52
1oit	8.52
1xkk	8.52
1rhu	8.52
3sx4	8.52
4zom	8.52
3cic	8.52
3jzc	8.53
4mbl	8.54
3kjd	8.54
3hc8	8.54
4yay	8.54
1ppl	8.55
5svl	8.55
3v51	8.55
5nhv	8.55
4ynd	8.55
5i9y	8.55
6c7e	8.55
3kfc	8.55
3dkf	8.57
3v7x	8.57
2x4z	8.57
5j6m	8.57
4hy4	8.57
2h8h	8.57
1yye	8.57
4tpp	8.59
5hk2	8.59
3ibi	8.59
4ezl	8.59
2itz	8.59
6h37	8.59
5u6d	8.59
6dkg	8.59
2fky	8.59
4qjp	8.6
3sxf	8.6
3b66	8.6
4gj2	8.6
1yy4	8.6
4ke1	8.6
3k5g	8.6
3t3u	8.6
3m6f	8.6
3fhe	8.6
5cf5	8.6
4b00	8.61
5vio	8.62
3dt1	8.62
5n9s	8.62
4tpm	8.62
3ryz	8.62
5htz	8.62
2h42	8.62
4zim	8.62
3qqu	8.62
4hf4	8.62
5egm	8.62
4bf1	8.62
1a61	8.62
4dru	8.62
3f17	8.63
5of0	8.63
5nhy	8.64
1r1j	8.64
3f88	8.64
5hbe	8.64
2qt9	8.64
3wig	8.64
5hbj	8.64
5jga	8.64
6dki	8.64
1t31	8.64
5uwk	8.64
4g9c	8.64
2oax	8.65
4kp0	8.65
5edu	8.66
3nox	8.66
2x39	8.66
4bbf	8.66
3cjo	8.66
2rg6	8.66
3kqc	8.66
5n93	8.66
5hu1	8.66
2i47	8.66
3s68	8.66
3vnt	8.66
4p0n	8.66
3u1y	8.67
6e59	8.67
3jsi	8.68
2nw4	8.68
4lgu	8.68
3iw4	8.68
5cj6	8.69
4yth	8.7
3oot	8.7
5x8i	8.7
4d8c	8.7
2uwo	8.7
3thb	8.7
5e2o	8.7
5ih9	8.7
4zg7	8.7
2w17	8.7
1bcd	8.7
3s73	8.7
2b7d	8.7
5ug8	8.7
2jh0	8.7
4x7o	8.7
5w86	8.7
5ufr	8.7
2y81	8.7
5edq	8.7
1hfs	8.7
2i3z	8.7
2h4n	8.7
3qk0	8.7
3i60	8.7
4bah	8.7
2i0e	8.7
3l1s	8.7
3qc4	8.7
4ps3	8.7
2xvd	8.7
3pa5	8.7
4f1s	8.7
5k0i	8.7
2wxv	8.7
2vnn	8.7
5bnj	8.7
5u00	8.7
4rce	8.7
1xap	8.7
3hwn	8.7
2vj8	8.7
5c2e	8.7
5zkb	8.7
3eqr	8.7
2ovx	8.7
2nnq	8.7
5hg5	8.7
5hcv	8.7
2bvx	8.7
4q1c	8.7
3bla	8.7
3da6	8.7
4zwy	8.7
3ppj	8.7
1f9e	8.7
4zwz	8.7
2y5f	8.7
2y7z	8.7
3oz1	8.7
2wgj	8.7
6awo	8.7
4k6z	8.7
2wyg	8.7
3i5z	8.7
4jlg	8.7
5e8r	8.7
3be2	8.7
3pwh	8.72
1x76	8.72
4x6o	8.72
1hkm	8.72
4ish	8.72
3vf9	8.72
5ikb	8.72
4bkj	8.72
1o5m	8.72
5c4u	8.72
4q1b	8.72
2wj1	8.72
4tv3	8.72
4hhy	8.72
3lik	8.72
6br2	8.72
3ts4	8.72
1eub	8.72
6gdg	8.74
4ei4	8.74
1pxh	8.74
3r7r	8.74
2opb	8.74
3q32	8.74
5vkc	8.74
3rz1	8.74
2anm	8.74
1bl4	8.74
4gii	8.74
3ce3	8.74
5zk3	8.74
3wt7	8.75
5wal	8.77
3e4a	8.77
2yis	8.77
4rss	8.77
1xpc	8.77
5n7v	8.77
4e4l	8.77
4yt7	8.77
4frs	8.77
1zuc	8.77
3qdd	8.77
2itt	8.77
5y80	8.79
5e2p	8.8
5cau	8.8
4ngq	8.8
3idp	8.8
4gk2	8.8
3vyf	8.8
3skc	8.8
1cj1	8.8
5vpm	8.8
1f1j	8.8
3eyg	8.8
3oaf	8.8
1yz3	8.81
4na8	8.82
3que	8.82
3bz3	8.82
5uex	8.82
5kos	8.82
2hvc	8.82
4x6n	8.82
1cim	8.82
2giu	8.82
5vil	8.82
2p93	8.82
5ta6	8.82
4i5c	8.82
1g54	8.82
5tob	8.82
2r9m	8.82
5bvn	8.82
5kby	8.82
2ckm	8.82
4btt	8.84
3vsx	8.85
4mu7	8.85
4j6i	8.85
4gj3	8.85
3r2f	8.85
5jau	8.85
1u3s	8.85
5cas	8.85
3ppk	8.85
3vo3	8.85
5zz2	8.85
3itz	8.85
3prf	8.85
3wyl	8.85
2obf	8.85
2feq	8.86
5lwm	8.87
6c7j	8.88
3vhc	8.89
4cli	8.89
1nt1	8.89
6hmx	8.89
3a4o	8.89
1xp9	8.89
6b2p	8.89
2onz	8.89
2y7x	8.89
4cst	8.89
3wke	8.89
5mty	8.89
3sx9	8.89
3ekp	8.89
3km4	8.89
4yc9	8.89
1nfy	8.89
4qyh	8.89
5wfj	8.89
2h5i	8.89
1uze	8.9
1lhv	8.91
1kzn	8.92
5ljt	8.92
1xoz	8.92
4e6d	8.92
2w1i	8.92
5sz1	8.92
5n24	8.92
3uza	8.94
5nhh	8.95
2z7g	8.95
1nfw	8.96
3krj	8.96
4ptc	8.96
3ue4	8.96
3dcc	8.96
2p4j	8.96
4zjc	8.96
5iu7	8.96
4ag8	8.96
3v5p	8.96
5wr7	8.96
5ws3	8.96
5cf8	8.96
6f7q	8.96
5nad	8.96
5ur1	8.97
5tbe	8.97
4iwd	9.0
2i03	9.0
1mq5	9.0
6hkj	9.0
4rio	9.0
5iis	9.0
1e3g	9.0
6c7r	9.0
4o6e	9.0
4gm8	9.0
3o1g	9.0
5q0d	9.0
1ba8	9.0
3u8w	9.0
5ljq	9.0
4h3f	9.0
1iyl	9.0
1mu8	9.0
4ys7	9.0
2r2l	9.0
1k27	9.0
2j4i	9.0
1fm9	9.0
2r0u	9.0
6bsl	9.0
6bw8	9.0
4hyh	9.0
3kc1	9.0
3jy9	9.0
5bpa	9.0
2oo8	9.0
5tza	9.0
2w05	9.0
5kkt	9.0
5hdu	9.0
1xp0	9.0
2wyj	9.0
3tkm	9.0
5eyd	9.0
2rgu	9.0
4ps8	9.0
3pa3	9.0
3r02	9.0
5zo7	9.0
3kw9	9.0
5if4	9.0
5dxh	9.0
4whz	9.0
5nu1	9.0
2iok	9.0
1pop	9.0
2ofu	9.0
3tjd	9.0
2b7a	9.0
5tl9	9.0
4omd	9.01
6b7h	9.03
4jh0	9.03
5w0e	9.03
3lj3	9.03
5tvn	9.04
6c4d	9.04
3r0t	9.04
4od0	9.04
2v12	9.05
5m7s	9.05
2i6a	9.05
1ezq	9.05
3hb4	9.05
1udu	9.05
3tt0	9.05
5vo6	9.05
4xkx	9.05
5bqi	9.05
4aqc	9.05
3vuc	9.05
4e4n	9.05
1you	9.06
3fc2	9.06
5trf	9.06
5aab	9.06
4cmo	9.07
1lhw	9.08
3aox	9.08
1tu6	9.08
3ffg	9.08
2w8y	9.09
1d3d	9.09
2g5t	9.09
3lea	9.1
5nwz	9.1
3byu	9.1
3g72	9.1
1sj0	9.1
3uok	9.1
2q1j	9.1
4ppa	9.1
3lpk	9.1
2c6e	9.1
3krl	9.1
6aum	9.1
1d9i	9.11
3v6s	9.12
1ta6	9.13
1ove	9.13
5t8e	9.14
5j20	9.14
3gen	9.14
5l30	9.14
5dhg	9.14
3rsv	9.15
6c7q	9.15
4pqn	9.15
4clj	9.15
5ism	9.15
4mf1	9.15
3snl	9.15
6aak	9.15
5ntp	9.15
6dkb	9.15
1ayu	9.15
4rcd	9.15
3sn7	9.15
2qmg	9.15
4xg9	9.15
4y8y	9.15
5q0e	9.16
1xoq	9.17
5zz4	9.17
2ozr	9.17
5dhh	9.18
2hy0	9.19
2xb7	9.19
2f14	9.19
5laq	9.2
1kwq	9.21
5vp0	9.21
5ee7	9.21
1r6g	9.21
4an3	9.22
2yb9	9.22
5i3w	9.22
3rwp	9.22
3zc6	9.22
6h33	9.22
3b2w	9.22
2v0z	9.22
1fcz	9.22
4yht	9.22
1zvx	9.22
3gc7	9.22
4uzd	9.22
3of8	9.22
5koq	9.24
6g3o	9.24
3zlr	9.26
1db1	9.26
4zj8	9.26
5a0c	9.27
2qtu	9.28
1xow	9.28
3g58	9.28
5iu4	9.28
4asd	9.28
830c	9.28
3p8n	9.28
3rux	9.28
2ayr	9.29
5ceo	9.3
6h2z	9.3
1xp1	9.3
5anv	9.3
3d7f	9.3
5cgc	9.3
3vtb	9.3
5cgd	9.3
3b8q	9.3
4btu	9.3
2aux	9.3
6h34	9.3
2znt	9.3
2yxj	9.3
3kqb	9.3
3bys	9.3
5t18	9.3
3mvh	9.3
5u7d	9.3
2og8	9.3
1bil	9.3
4fkk	9.3
1w6h	9.3
3krr	9.32
3vva	9.32
3gw5	9.33
3q4b	9.33
5f9e	9.34
3bv3	9.34
6h36	9.35
2bdj	9.35
3bv2	9.36
2z4b	9.36
2p95	9.37
5t4b	9.38
3hqz	9.38
2w26	9.4
4oba	9.4
1cbr	9.4
3g70	9.4
5i3y	9.4
4wrs	9.4
3lq8	9.4
3o64	9.4
1xp6	9.4
3kqd	9.4
6got	9.4
2v10	9.4
1fkf	9.4
6acb	9.41
3ekv	9.41
6c7i	9.42
5aaa	9.42
3vjm	9.43
3vjk	9.43
3hr1	9.43
6dry	9.43
6bc9	9.43
5toz	9.46
4b7p	9.46
2auz	9.46
2pvn	9.46
5unh	9.46
1qfs	9.48
1xjd	9.48
2phb	9.49
2gdo	9.49
4djh	9.49
2r6y	9.49
1ca8	9.49
3ixj	9.49
5nhf	9.49
1s19	9.51
5fbo	9.51
5uyu	9.51
3oag	9.51
3lhj	9.51
2hoc	9.52
5nhl	9.52
4wtu	9.52
4xj0	9.52
3g5k	9.52
2z7r	9.52
4y73	9.52
2bys	9.52
5edi	9.52
5eol	9.52
3wym	9.52
1ms6	9.52
2hog	9.52
2ax9	9.52
4ewh	9.52
2g94	9.52
1g52	9.54
3wt5	9.54
3ppm	9.54
5e2n	9.54
4fcd	9.55
1o86	9.57
4ax9	9.57
4ea3	9.57
1i37	9.57
4lsj	9.57
5fbn	9.57
1so2	9.57
4gql	9.59
5cjf	9.59
3ert	9.6
1snk	9.6
3uzc	9.61
5eob	9.62
3oad	9.62
5dh5	9.64
3pe1	9.65
6b8y	9.66
3o9l	9.66
4acg	9.66
5awj	9.68
4ufd	9.68
5ml3	9.69
5dxt	9.7
5b5p	9.7
4bti	9.7
2vh6	9.7
4v05	9.7
3imy	9.7
5sz4	9.7
6g6w	9.7
3g6z	9.7
3i06	9.7
4cd0	9.7
4na7	9.7
3kmm	9.7
3w54	9.7
1vsn	9.7
4q1n	9.7
4cmu	9.7
4crl	9.71
5bvf	9.72
3elm	9.72
4lrh	9.72
3fuc	9.72
3e8r	9.74
2g00	9.74
5tdi	9.74
5q0g	9.74
3pe2	9.76
6fs0	9.77
1tbz	9.8
6bqh	9.8
2fb8	9.8
5tku	9.8
1h1b	9.8
5bvd	9.8
1nlj	9.8
4amz	9.82
4eb8	9.82
3m36	9.82
4zo5	9.82
4wup	9.82
4ear	9.82
5ywx	9.85
5l2y	9.85
1ouk	9.89
6hkz	9.89
1yt7	9.89
4qoc	9.92
3ies	9.92
4hvb	9.95
2w3i	10.0
1bnm	10.0
2yex	10.0
5kzi	10.0
5wo4	10.0
4odf	10.0
4phw	10.0
4eki	10.0
2zo3	10.0
1rwq	10.0
1rjk	10.0
4oas	10.0
4msg	10.0
1g37	10.0
4ode	10.0
4heu	10.01
1nm6	10.05
3p0g	10.08
3gws	10.09
5a9u	10.1
2p16	10.1
6ggn	10.1
5axq	10.1
4hra	10.1
2o4j	10.1
2w3k	10.1
1pf7	10.14
2bq6	10.15
3tge	10.15
1a5g	10.15
5llh	10.17
5etj	10.18
2qi7	10.21
4ww6	10.21
3d7h	10.22
1xzx	10.22
5lle	10.22
3l08	10.22
5l2z	10.22
5b25	10.24
1rt9	10.25
4an1	10.26
5nea	10.3
5h8g	10.32
1mnc	10.34
4ngm	10.35
1c4u	10.37
5d3c	10.4
5qin	10.4
4wt2	10.42
4oar	10.42
5dia	10.46
1n46	10.52
2fzz	10.52
1b8n	10.52
3lzv	10.59
2j4a	10.6
2xei	10.62
1b8o	10.64
6eqw	10.65
1xon	10.68
4an0	10.7
5nee	10.7
7std	10.72
4omc	10.78
5c1m	10.8
6h5w	10.8
6h5x	10.82
3i7e	10.85
5nn0	10.96
4qvx	11.0
5bve	11.0
4ase	11.0
1dis	11.0
5ew9	11.0
1q84	11.05
1dqx	11.05
1lor	11.06
4x3r	11.07
3k8o	11.07
3gwt	11.1
5llg	11.13
5h8e	11.2
5qim	11.22
4ryd	11.26
3k8q	11.28
5h8b	11.31
1nl6	11.32
1lyb	11.42
5ehn	11.64
5mw4	11.7
2fv5	11.7
4wr7	11.7
3o9h	12.1
1q83	12.39
3o9f	12.7
